No,yield20,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
L139,0,6.409315003779289,6.409315003779289,0.18926547158405538,0.18926547158405538,0.6160105551836385,21.724137931034484,390.4830000000002,364.27500000000015,390.19434269199996,150.0,0.0,0.21992170879413694,-0.47508698782837305,0.47508698782837305,0.21992170879413694,0.7241379310344828,1.1724137931034482,1.5517241379310345,16.49871059579606,10.060045658928258,2.276407986738475,-2.0630254808273847,2.349217445055041,-2.1303184376395707,6.1693618176216765,0.29156558324519755,3.442215927977472,1.6539916031863056,1051.439565875082,20.120591385700628,17.30688831666086,17.30688831666086,14.024877143252588,10.388056421177117,10.388056421177117,8.579819395251471,8.579819395251471,5.872052365970734,5.872052365970734,3.913571667347768,3.913571667347768,-2.82,8105196.523732514,18.22395451896529,6.903359044138017,2.9977995496008507,169.97443994347898,13.890876844653445,24.379804212310322,0.0,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,51.960417072608934,23.96854622924601,10.772448428929591,23.210584641689913,13.890876844653445,33.7339794009293,0.0,0.0,21.820621557594123,39.77863045705841,13.213763929025836,47.52510539416365,0.0,0.0,0.0,0.0,0.0,0.0,37.09293627603698,9.473725907600098,11.835812092322787,38.821851782156486,50.80016281309434,0.0,21.938488712214074,0.0,56.32000000000001,0.0,0.0,0.0,12.083681658295921,36.84506671006384,33.06539169560807,0.0,0.0,24.26546827384644,39.827682935685715,23.875686309924784,18.267439813773684,0.0,9.586644329295844,2.106765663055346,3.415275310741581,2.230821869228254,12.64577631353848,0.0,9.913943367033472,0.0,0.4166666666666667,29.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,3.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,5.188800000000005,115.95000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L140,0,13.08721107696216,13.08721107696216,0.021234845534989777,-1.2791851781865013,0.676681175492485,17.423076923076923,361.4660000000001,342.3140000000001,361.113649848,130.0,0.0,0.2176551203773379,-0.47478332212203317,0.47478332212203317,0.2176551203773379,0.9230769230769231,1.6153846153846154,2.3846153846153846,32.197304417515156,10.099571197326831,2.2443177920385042,-2.0892508045633704,2.2805870380072495,-2.066572322966968,7.84832271956164,0.3190742481497438,3.187715895250216,1.6814794802847566,964.9471251488694,17.93251065250177,14.461969016732862,15.278465597660587,12.720346690612274,8.555844426271594,9.705674340532653,6.249678308076467,7.698366713060208,4.3876221205414945,5.843407544956464,2.961010924291093,4.155473198870598,-2.7199999999999993,1767728.7234156358,16.73256910128368,7.259498609294702,3.3282159067953985,155.38265075462513,4.736862953800049,12.648722793660879,0.0,5.897745344357611,0.0,0.0,0.0,9.201303224800139,0.0,0.0,60.160755107851486,36.75265696523406,4.895483475517775,21.25850401011908,8.945761445964518,16.69731438726192,0.0,0.0,4.992404732635669,22.756544979874135,6.606881964512918,95.55312636509196,0.0,0.0,0.0,0.0,0.0,0.0,16.713525801034997,15.536431996704357,6.923737199690624,22.732195304238946,93.64614357367218,0.0,0.0,0.0,38.66,10.799569042904308,4.208898492164469,0.0,6.041840829147961,12.504627308870528,26.481321426126534,0.0,0.0,73.65377495276834,12.13273413692322,9.729267686435719,18.95462137132682,0.0,6.244055983632103,0.0,3.0673304745778807,0.5647358696565048,25.47987418195909,0.0,2.5241228525896635,-1.2791851781865013,0.13636363636363635,26.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.679820000000004,103.96740000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L141,0,5.670885770975056,5.670885770975056,0.22713556101452914,0.22713556101452914,0.8586363577588945,17.95,267.332,250.19599999999997,267.137162164,102.0,0.0,0.2352939348152229,-0.4740828925794026,0.4740828925794026,0.2352939348152229,1.05,1.85,2.55,16.49484614446782,10.075823583440625,2.231378699453297,-2.062872396227955,2.188138680578509,-2.1305193425573115,5.93301296024013,0.291048323631697,2.984234855166463,1.9117790152567522,622.628928349822,13.94938298937633,11.65314828085692,11.65314828085692,9.737183443017882,6.832598482948538,6.832598482948538,5.179666368409099,5.179666368409099,3.3389711605235304,3.3389711605235304,2.0818044808120715,2.0818044808120715,-2.23,70260.8254300392,12.786162346499157,5.408099705007787,2.544517395249775,118.12048253567143,4.736862953800049,12.300809959361379,0.0,5.897745344357611,0.0,0.0,4.9839785209472085,9.976383253582878,0.0,0.0,25.980208536304467,30.183374320007832,6.196843571613076,17.42969681884488,4.736862953800049,5.897745344357611,0.0,9.967957041894417,10.910310778797061,19.88931522852921,6.606881964512918,48.288973977231194,0.0,11.387855989696922,0.0,0.0,0.0,0.0,28.514425179912905,4.736862953800049,5.917906046161393,19.54140239422971,47.587450715018406,0.0,11.387855989696922,0.0,47.370000000000005,0.0,0.0,0.0,6.041840829147961,18.422533355031923,17.081783984545382,0.0,6.196843571613076,36.39820241076966,28.807836173911333,4.736862953800049,5.670885770975056,0.0,13.52129175589989,0.0,2.464867147476275,1.1184757238779608,11.848511972435134,1.7659398095658017,4.943361153103217,0.0,0.3125,20.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,2.945000000000001,78.58300000000003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L142,0,6.885303287981859,6.885303287981859,0.11303831666836661,-0.4512684240362812,0.26041459102348696,25.435897435897434,512.6530000000001,480.39700000000033,512.246378264,194.0,0.0,0.200149073973967,-0.469312133927294,0.469312133927294,0.200149073973967,0.46153846153846156,0.7948717948717948,1.1538461538461537,16.525704820547677,9.850254715714033,2.5379557733401246,-2.2901962231135653,2.5274733728730103,-2.375737043649388,6.065320956428882,0.15563743219425513,3.781599516381846,1.3067324242933658,1353.608330066731,26.07249256511958,21.89575735722486,21.89575735722486,19.316429697797986,14.014472582573482,14.014472582573482,10.767029992209801,10.767029992209801,8.377683777185092,8.377683777185092,6.3739952959367425,6.3739952959367425,-4.179999999999999,2906251559.873241,23.901765022333684,10.180238186978187,4.340626487103726,229.61729096619803,9.473725907600098,17.4986721276927,12.207932775496605,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,134.16898461508427,35.09544921264,0.0,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,49.97490092549656,0.0,143.58114733602022,0.0,0.0,0.0,0.0,0.0,0.0,11.795490688715223,9.473725907600098,5.41499046939678,72.22870689228455,131.3121508345036,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,24.291614433792525,0.0,59.73258314720724,0.0,0.0,12.13273413692322,109.19460723230902,19.458535372871438,13.770606575963718,0.0,10.688054925673974,0.0,4.141243632209542,1.5592212564037964,41.734648655784106,3.689558287298187,0.0,0.0,0.2571428571428571,39.0,0.0,4.0,1.0,2.0,3.0,4.0,0.0,4.0,4.0,0.0,4.0,6.0,1.0,0.0,1.0,7.0,8.369400000000006,154.67299999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L143,1,7.363932823129253,7.363932823129253,0.027116016919459973,-0.8892661092214666,0.13990665637559566,19.68421052631579,751.0270000000003,696.5949999999999,750.418528968,288.0,0.0,0.20084995040226788,-0.46929520204749653,0.46929520204749653,0.20084995040226788,0.38596491228070173,0.6842105263157895,0.9824561403508771,16.52572368955814,9.743664697800135,2.530792522896184,-2.3409322893465023,2.502132106044464,-2.441835931969109,6.069713075457658,0.15396421148326941,3.8896343032555354,1.3506422199083152,2134.8311890713026,39.624534328997356,34.10034594836877,34.10034594836877,27.476262871626236,20.364313773851848,20.364313773851848,17.80732345173387,17.80732345173387,11.572301031001741,11.572301031001741,8.274779426865727,8.274779426865727,-5.7399999999999975,9150097642216.332,38.14895181925927,15.656095184442854,8.093841964838699,338.92696321823485,9.473725907600098,17.4986721276927,12.207932775496605,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,211.40070111506878,68.17923611822154,0.0,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,89.50566181658183,0.0,214.36588985050105,0.0,0.0,0.0,0.0,0.0,0.0,11.795490688715223,33.14535009224568,5.41499046939678,110.34164956551221,179.84308738219642,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,35.121595372586086,24.637133934567238,22.253805966787983,22.253805966787983,0.0,0.0,211.40070111506878,19.458535372871438,14.727865646258504,0.0,11.336628873771728,0.0,8.480593138605478,1.3134727996136726,59.812095180124295,0.5160293772518694,13.563314984374447,0.0,0.2830188679245283,57.0,0.0,4.0,0.0,2.0,2.0,6.0,0.0,6.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,8.0,12.875799999999979,233.8969999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L144,1,6.7670277462837,6.7670277462837,0.11324250088060928,-0.5701072373393803,0.2985773389032287,23.77777777777778,610.927,552.4630000000004,610.4498290960001,244.0,0.0,0.19986040588997817,-0.4778960767783578,0.4778960767783578,0.19986040588997817,0.5333333333333333,0.8888888888888888,1.2222222222222223,16.512697998865715,9.742821724464706,2.5009804213889515,-2.3285415260069926,2.4150076800380784,-2.4391983536562307,6.065467626435091,0.21212253960104777,3.7320365189063334,1.4253446688792828,1224.3662796532149,31.658279002746486,29.038621938814813,29.038621938814813,21.509936376437455,18.122314316562544,18.122314316562544,16.750894990561136,16.750894990561136,11.206234975265469,11.206234975265469,8.221743849812695,8.221743849812695,-2.6199999999999997,16044760892.66727,32.32598836348423,13.242501423915872,7.3592604080421635,273.0662294596797,9.473725907600098,18.628754398422615,11.795490688715223,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,128.5982894833927,83.4445287354604,0.0,12.083681658295921,9.473725907600098,11.795490688715223,0.0,0.0,27.235612026990907,141.50594527034536,13.213763929025836,70.78474251448087,0.0,0.0,0.0,0.0,0.0,0.0,37.09293627603698,33.14535009224568,17.250802561719567,128.00444539419183,58.51574601296422,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,22.91366259708948,25.049576021348624,24.637133934567238,86.4620221960481,0.0,0.0,90.07335974583663,19.458535372871438,13.534055492567399,0.0,11.011832640463592,0.0,4.9386044615888745,2.9600446877557265,18.987713681687346,14.570384361363589,15.080698007906804,0.0,0.6585365853658537,45.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,0.0,4.0,8.0,2.0,0.0,2.0,6.0,9.808399999999999,187.6249999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L145,1,6.09920776643991,6.09920776643991,0.0928026056101452,0.0928026056101452,0.8108153227239301,31.333333333333332,316.36,300.232,316.12117775199994,118.0,0.0,0.27368205296891085,-0.4677559667781655,0.4677559667781655,0.27368205296891085,0.6666666666666666,1.125,1.625,16.560611724426668,10.09521258646424,2.452051296247304,-2.1019956923219727,2.4301753827434798,-2.2199113460251705,6.35946730346001,0.1867389942974775,3.3149212536359762,1.3354593521929308,841.8597974568058,15.672997628507929,13.053340564576251,13.053340564576251,11.865305980755144,8.515585022598994,8.515585022598994,6.876660014365325,6.876660014365325,5.515635018710646,5.515635018710646,4.403665773335206,4.403665773335206,-2.6199999999999997,1217268.9186264132,12.76046432814622,4.470239095338421,1.6298225303286678,139.40244505735092,9.473725907600098,24.291614433792525,0.0,0.0,11.795490688715223,0.0,0.0,9.984809465271338,0.0,0.0,48.53093654769288,22.253805966787983,12.841643245852019,0.0,9.473725907600098,11.795490688715223,0.0,0.0,9.984809465271338,37.133257679644544,0.0,70.78474251448087,0.0,0.0,0.0,0.0,0.0,0.0,24.003423464211828,22.315369153452117,0.0,34.3374876250839,58.515746012964215,0.0,0.0,0.0,43.18000000000001,0.0,0.0,0.0,24.291614433792525,11.795490688715223,12.841643245852019,22.253805966787983,0.0,0.0,48.53093654769288,19.458535372871438,12.19841553287982,0.0,9.590577601410935,0.0,5.2444678094939645,1.1784892290249438,17.106550653064,2.014832507459672,0.0,0.0,0.3,24.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,3.1758000000000015,90.39000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L146,0,5.387731481481482,5.387731481481482,0.16870937263794383,0.16870937263794383,0.5757181514285306,33.833333333333336,168.196,156.1,168.089877624,66.0,0.0,0.2729920543771193,-0.47182593195754885,0.47182593195754885,0.2729920543771193,1.3333333333333333,2.1666666666666665,2.6666666666666665,16.552993658487217,10.40287442077919,2.255103274198873,-2.034415860779742,2.1059773676077462,-2.168972293582751,6.356329358451185,0.2408739757065695,2.5805805116534195,2.0633650035430735,247.44241535199075,8.55204176387779,7.279837872679989,7.279837872679989,5.7540201954234895,4.1754630560251265,4.1754630560251265,3.168586590267978,3.168586590267978,1.7866669510600717,1.7866669510600717,1.1857996380170484,1.1857996380170484,-1.06,941.9118867534982,7.581959097553653,2.76843677734737,1.2853611491969135,71.29991895228135,9.473725907600098,12.71084835226122,0.0,0.0,11.795490688715223,0.0,0.0,9.984809465271338,0.0,0.0,0.0,13.847474399381248,0.0,12.586597235060536,9.473725907600098,11.795490688715223,0.0,0.0,9.984809465271338,25.99328161627751,13.151638370425493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09293627603698,9.473725907600098,0.0,13.847474399381248,9.984809465271338,0.0,0.0,0.0,43.18,0.0,0.0,0.0,12.145807216896262,24.947129059140718,0.0,0.0,0.0,13.847474399381248,9.984809465271338,9.473725907600098,10.679398148148149,0.0,8.41537037037037,0.0,0.0,1.1515740740740745,0.23815381708238825,0.16870937263794383,5.346794217687075,0.0,0.75,12.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.6207999999999998,45.69800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L147,0,3.4733985260770974,3.4733985260770974,0.25212962962962937,0.25212962962962937,0.8666633814184292,14.0,268.404,244.21199999999996,268.193948768,106.0,0.0,0.0517984605333263,-0.3114132979236913,0.3114132979236913,0.0517984605333263,0.65,1.0,1.3,14.988321983136707,9.888471458548967,2.2356044119049403,-2.2938017097427688,2.3115428446327537,-2.3231475553064858,5.354919128779042,0.42921787547957946,2.467738138615531,2.4369906803745676,511.3496098708157,14.535169427003234,12.77350269189626,12.77350269189626,9.685070510202193,7.142734410091837,7.142734410091837,5.245868102344671,5.245868102344671,4.00238555222357,4.00238555222357,2.8749284058869065,2.8749284058869065,-1.6399999999999997,37598.45827994623,14.76255105525579,6.686910456593772,2.9195638771797965,121.77787437915674,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093654769288,50.19662433152361,0.0,12.083681658295921,0.0,0.0,0.0,10.633577208012662,0.0,25.93115605767717,14.09534396535438,70.78474251448087,0.0,0.0,10.633577208012662,0.0,0.0,0.0,14.09534396535438,0.0,13.847474399381248,34.3374876250839,48.53093654769288,0.0,0.0,0.0,24.06,0.0,0.0,0.0,12.083681658295921,0.0,0.0,22.253805966787983,0.0,14.09534396535438,73.01198815508678,0.0,0.0,0.0,0.0,6.946797052154195,5.3301615646258504,0.0,17.65962112622827,0.0,4.341753590325019,4.055,0.3333333333333333,20.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,3.5246400000000015,85.95940000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L148,0,3.3424074074074075,3.3424074074074075,0.7071759259259257,0.7071759259259257,0.5938923005947743,34.2,142.246,124.10199999999998,142.146998576,60.0,0.0,0.02175799681301488,-0.3154492094056952,0.3154492094056952,0.02175799681301488,0.9,1.3,1.6,14.986581833040232,9.90542469136129,2.206104293070671,-2.3025089329368633,2.169205024798724,-2.466122674071694,4.833036122486472,0.3091951717566383,2.0425290252257486,2.340034232116514,81.25838096618136,7.397341225498538,6.983127663125442,6.983127663125442,4.8805400575618805,4.2271801834506855,4.2271801834506855,3.074793464154027,3.074793464154027,2.507540642584722,2.507540642584722,1.821914528941438,1.821914528941438,-0.08,238.97589595141258,8.020806451612902,3.937882077383902,1.7037258946732885,63.387739042292665,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,26.9369872112064,12.083681658295921,0.0,0.0,0.0,0.0,10.633577208012662,0.0,37.766968149999954,14.09534396535438,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,26.1790256236503,0.0,0.0,25.683286491704038,0.0,0.0,0.0,0.0,24.06,0.0,0.0,0.0,0.0,12.083681658295921,0.0,25.683286491704038,0.0,0.0,24.72892117336704,0.0,0.0,0.0,0.0,6.684814814814815,0.0,0.0,1.4143518518518514,5.45574074074074,0.0,4.11175925925926,1.0,10.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7363999999999995,44.16340000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
