,,SampleName,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var
101.00 ,,L101,6.21,6.76,6.7,10.14,7.4525,1.566227554,117,779.06325,-0.219183,209,-0.00574,0.213444,88,10.646,12.906,16.421,21.257,0.420231694,0.99835619,2.257685,10.583549,2.65471,14.810813,390.1531,6554.86901,1.3318,-51.32592,20.78703,2762.19288,1538.95062,1223.24226,-0.00303921,0.00859346,-0.01767417,0.00031137,0.12427892,0.01325927,0.3432681,557.09,216.4,8.24659,14.71419,0.39971865,0.00124942,-42.64605,-13.20511,-0.7674944,0.036535
102.00 ,,L102,6.95,6.72,6.19,6.44,6.575,0.28640007,87,638.79708,-0.205837,169,-0.039812,0.166025,82,10.343,9.903,13.601,20.663,0.467837979,0.998888137,1.717139,7.526084,2.774111,19.167041,441.2638,5282.83838,1.355,-42.69121,23.11,2255.52693,1077.08583,1178.4411,-0.00240079,0.01418797,-0.01756279,0.00025074,0.20988599,0.01595489,0.43405438,332.32,299.29,8.46622,14.43368,0.40405172,0.00144853,-42.04899,-13.11162,-0.8160322,0.043446
103.00 ,,L103,7.46,7.49,7.58,7.65,7.545,0.075,101,762.9362,-0.204239,201,-0.040385,0.163855,98,11.656,9.232,12.637,23.01,0.512711959,0.987045299,1.553611,6.876491,4.019946,31.41841,608.1332,6195.0771,1.38,-44.38431,23.45058,2501.17156,1151.34453,1349.82703,-0.00431529,0.01460436,-0.02045295,0.00027169,0.2098801,0.01769627,0.4832935,339.3,361.1,8.53935,14.85719,0.40310682,0.00159158,-41.98665,-13.11414,-0.8311742,0.043162
104.00 ,,L104,8.37,7.75,7.28,7.14,7.635,0.480754615,107,790.98944,-0.205571,209,-0.036413,0.169157,99,10.224,10.263,16.842,18.781,0.409296953,0.918476135,1.896362,7.807236,3.620604,23.511782,610.4042,6528.9639,1.3576,-39.21399,24.37504,2612.00355,1318.77071,1293.23284,-0.00201462,0.01381459,-0.01815641,0.0002228,0.22391076,0.01604753,0.43441007,400.41,331.03,8.60892,14.53378,0.40386951,0.00143415,-38.42961,-13.10452,-0.8107045,0.04032
105.00 ,,L105,4.7,4.5,7.08,7.52,5.95,1.36077184,65,484.58884,-0.232374,128,-0.008836,0.223539,57,9.29,8.696,9.355,18.24,0.502603951,0.981700753,1.628946,6.539419,2.14359,23.500783,405.0546,4030.3045,1.3474,-41.00338,22.78705,1814.62806,940.01034,874.61771,-0.00309107,0.01389121,-0.02134307,0.00027755,0.18404297,0.01773372,0.47573305,262.53,245.62,8.522,14.3181,0.40766071,0.00162021,-41.92678,-13.11506,-0.8079545,0.043324
106.00 ,,L106,7.61,12.2,8.39,7.31,8.8775,1.958333156,62,483.56099,-0.213638,127,-0.023798,0.189839,59,9.04,8.371,11.559,18.057,0.475346829,0.998727876,1.438019,5.818385,12.952348,56.680154,331.8635,3944.34277,1.3738,-66.41146,46.57418,1754.2868,1016.14101,738.14579,-0.00035555,0.0223964,-0.03167618,0.00109978,0.16233319,0.02635884,0.71568736,193.13,298.12,8.33228,15.79179,0.40696044,0.00188752,-41.34623,-13.05188,-0.8300686,0.042941
107.00 ,,L107,4.15,9.78,3.67,3.54,5.285,2.605115161,75,560.68502,-0.229966,148,-0.014247,0.215718,67,9.108,7.314,13.929,17.989,0.458528752,0.987538428,1.094369,4.89066,3.324987,28.468478,173.7913,4632.29318,1.3563,-44.70078,18.5623,1958.75423,1008.66821,950.08603,-0.00216635,0.01251784,-0.01775597,0.00024535,0.1656606,0.01520875,0.40976462,326.53,221.98,8.62228,13.67106,0.40539253,0.0015161,-41.02774,-13.10282,-0.8002677,0.037833
108.00 ,,L108,6.94,6.15,5.75,5.39,6.0575,0.576080507,94,678.86105,-0.23169,180,-0.017105,0.214585,86,9.149,10.512,13.312,17.449,0.422770334,0.953601487,1.841677,8.368328,2.599196,16.57993,393.0983,5658.24053,1.3445,-53.82272,18.3976,2314.81635,1144.84287,1169.97348,-0.00451619,0.01120524,-0.01989994,0.00029684,0.1162564,0.0159085,0.4244918,401.55,246.66,8.44952,13.69885,0.40425907,0.0015075,-39.66946,-13.09761,-0.7933734,0.033763
109.00 ,,L109,11.38,8.51,14,13.69,11.895,2.2009373,73,470.64678,-0.238908,127,-0.001765,0.237143,68,8.391,10.657,13.247,16.744,0.411926786,0.997735669,1.932472,8.3807,1.944087,20.6305,206.7135,4130.18224,1.2769,-43.2931,22.6731,1800.51486,897.61153,902.90333,-0.00174681,0.01122807,-0.01464565,0.00027954,0.19803942,0.01304598,0.35216658,339.56,164.64,8.34426,14.45482,0.4050115,0.00129976,-42.49286,-13.12188,-0.7600774,0.035768
110.00 ,,L110,4.54,5.08,6.81,5.25,5.42,0.844245225,51,360.44972,-0.231794,96,0.000131,0.231926,47,6.816,7.306,9.829,13.538,0.44136537,0.99310446,1.268132,4.870994,2.89861,13.999925,313.3993,3052.82034,1.3231,-46.39602,21.95051,1326.69986,684.89897,641.80089,-0.00298693,0.01487186,-0.02204497,0.00038825,0.16036347,0.01858684,0.49910864,188.88,182.64,8.25913,14.70773,0.41090872,0.00148392,-41.73233,-13.14992,-0.7864135,0.042326
111.00 ,,L111,8.62,8.51,8.1,8.95,8.545,0.303685693,57,388.50295,-0.233713,104,-0.001467,0.232245,53,8.966,7.097,11.644,17.92,0.488802815,0.999330805,1.244861,4.690901,2.34237,13.675185,368.7123,3350.67825,1.2993,-49.37669,16.48993,1584.13617,884.63667,699.4995,-0.00154118,0.01159975,-0.01816014,0.00034546,0.11588823,0.01473585,0.39447223,279.89,163.72,8.23064,14.20615,0.40682741,0.00148226,-41.17523,-13.10907,-0.7758274,0.03933
112.00 ,,L112,4.58,6.7,10.59,10.58,8.1125,2.583615442,61,436.5459,-0.228905,116,-0.000846,0.228059,47,8.435,7.367,13.099,16.68,0.449038927,0.988737404,1.189786,4.967155,1.871649,18.126062,336.2494,3683.32668,1.3281,-49.29304,23.77814,1691.46936,915.01208,776.45728,-0.00226028,0.01308829,-0.02034772,0.00032631,0.14864153,0.01668744,0.4468295,273.99,199.67,8.33244,14.74686,0.40518416,0.001623,-41.53621,-13.13122,-0.7988686,0.041033
113.00 ,,L113,5.61,5.85,13.31,13.17,9.485,3.756284734,63,416.55619,-0.231831,112,-0.00114,0.230691,59,8.615,7.349,13.88,17.102,0.446166288,0.992571097,1.188176,4.904144,1.968236,17.619359,220.0943,3634.76138,1.2842,-44.26352,17.22427,1672.5521,915.59483,756.95727,-0.00178845,0.01059697,-0.01676952,0.00028238,0.14255451,0.01364915,0.36437451,311.01,157.35,8.38855,14.21437,0.40524685,0.0013847,-41.66481,-13.10941,-0.7670277,0.035688
114.00 ,,L114,8.88,8.96,10.09,12.51,10.11,1.465929739,49,292.41707,-0.232904,80,0.021183,0.254087,48,7.808,6.564,7.671,15.558,0.522203202,0.996285861,1.080233,4.094667,2.173356,15.054449,115.9151,2682.1423,1.2217,-40.28965,19.2404,1239.91158,708.68967,531.22192,-0.00102761,0.0112252,-0.01737378,0.00032401,0.14415426,0.01403284,0.37713526,238.49,108.72,8.34244,13.99389,0.41116844,0.00082957,-40.68161,-13.34996,-0.743891,0.039319
115.00 ,,L115,8.74,9.43,18.95,19.68,14.2,5.127314112,52,306.44369,-0.234262,84,0.023322,0.257584,50,7.061,6.703,10.43,13.935,0.448532252,0.98675825,1.124298,4.255331,1.982539,15.741659,82.249,2824.18444,1.2159,-48.09473,20.07334,1297.45859,742.81268,554.64591,-0.00145348,0.01002128,-0.01682112,0.00038938,0.12184826,0.01320345,0.35179196,268.37,94.95,8.23532,14.11003,0.40903241,0.00084162,-41.4355,-13.35278,-0.7223859,0.031092
116.00 ,,L116,14.63,14.08,12.23,11.81,13.1875,1.19286158,49,352.38292,-0.240101,94,-0.004802,0.235299,44,7.863,7.196,10.196,15.278,0.467646159,0.971512145,1.162071,4.792223,2.617191,28.946241,429.6486,2877.1193,1.3725,-45.41985,23.05947,1435.59263,853.06689,582.52574,-0.00298505,0.01347059,-0.02708313,0.00048152,0.12721892,0.0196937,0.51685847,217.4,184.61,8.44777,15.04266,0.42406248,0.00109104,-40.61456,-12.86056,-0.7939369,0.056801
117.00 ,,L117,6.43,6.43,5.94,5.82,6.155,0.278253482,103,698.93531,-0.18569,187,-0.05969,0.126,84,8.316,11.854,14.149,16.217,0.384107058,0.9750481,2.298582,8.767026,1.495739,27.668513,386.8618,5870.09365,1.3343,-42.2556,21.94145,2278.62613,1145.00432,1133.62181,-0.00175445,0.0111568,-0.01479534,0.00021056,0.19458346,0.01305704,0.35284945,418.67,219.41,8.26566,14.52574,0.40203056,0.00128068,-40.76168,-13.12396,-0.7819534,0.038091
118.00 ,,L118,3.92,4.17,6.34,6.49,5.23,1.189474674,89,618.80737,-0.179709,165,-0.056431,0.123278,79,8.019,8.05,15.322,15.38,0.396882742,0.95897244,1.557419,5.3784,4.49382,43.046461,158.9674,5155.08966,1.3451,-36.47241,23.32734,2001.53543,1084.76744,916.76798,-0.00169697,0.01398575,-0.02025358,0.00026565,0.20747531,0.01704249,0.45869193,317.22,243.27,8.44098,14.41723,0.40634524,0.00121504,-42.21259,-12.99017,-0.7815496,0.04268
119.00 ,,L119,8.55,9.12,9.21,9.61,9.1225,0.378508586,25,198.22105,-0.231861,52,-0.062113,0.169747,23,6.352,4.184,7.938,12.646,0.510578165,0.995434509,0.355188,1.783836,0.900772,22.215452,163.0657,1608.34734,1.3811,-54.47428,23.03503,829.08403,407.92489,421.15914,-0.00334976,0.01780833,-0.02384298,0.00043157,0.15928381,0.02094111,0.56800549,96.55,135.62,8.2614,14.89571,0.41199548,0.0018408,-39.57584,-13.07286,-0.8501497,0.054276
120.00 ,,L120,9.34,8.59,10.6,13.06,10.3975,1.69670821,37,280.32178,-0.231095,74,-0.041262,0.189833,34,7.089,7.249,9.199,13.869,0.457466108,0.978205671,1.092434,4.970679,2.874042,31.158315,351.1264,2287.43639,1.3733,-56.87043,29.80933,1141.77155,553.36404,588.40751,-0.00468391,0.01699932,-0.02507576,0.00047755,0.19508336,0.02131216,0.5758331,140.88,178.85,8.10739,15.20488,0.41126846,0.00171078,-40.40753,-13.21097,-0.8295946,0.055728
121.00 ,,L121,8.03,8.26,10.92,14.85,10.515,2.748476851,46,318.41296,-0.233658,85,-0.046029,0.187629,42,7.76,6.98,10.032,15.004,0.46864068,0.966752577,1.182389,4.676846,3.332994,15.729693,183.6451,2715.02314,1.3142,-71.02169,22.76386,1306.37308,673.32288,633.0502,-0.00386727,0.01254879,-0.02132767,0.00063551,0.11534646,0.01736947,0.45723044,220.86,144.96,8.13972,14.79441,0.40528901,0.00145941,-39.36458,-13.02437,-0.790733,0.045217
122.00 ,,L122,4.93,5.36,8.98,9.48,7.1875,2.05576476,45,350.41341,-0.229693,92,-0.067257,0.162436,38,8.081,7.692,8.423,15.808,0.495191555,0.97809677,1.271125,5.369556,3.563321,31.227179,317.1526,2881.92544,1.3625,-68.67998,26.14308,1352.19354,654.93196,697.26158,-0.00427206,0.01609155,-0.02339942,0.00055367,0.14486884,0.0199815,0.54041449,188.83,189.82,8.29117,14.22212,0.4053879,0.00169211,-40.21472,-13.06564,-0.8333182,0.046969
123.00 ,,L123,4.8,4.94,10.51,13.42,8.4175,3.694011201,59,430.54135,-0.22882,114,-0.045178,0.183642,46,8.253,9.344,12.614,16.143,0.423689667,0.978007997,1.661228,7.102254,2.077727,32.451704,340.6483,3610.48138,1.3363,-50.69072,21.59371,1635.05441,808.51776,826.53665,-0.00474361,0.01298961,-0.02209023,0.00030272,0.14117014,0.01785519,0.47865004,248.38,209.48,8.17757,13.86239,0.40352502,0.00147801,-38.15422,-13.1068,-0.802387,0.041328
124.00 ,,L124,12.25,12.67,15.25,14.61,13.695,1.264308111,33,250.29576,-0.236289,66,-0.021925,0.214363,29,7.497,6.57,7.517,14.816,0.512611148,0.988128585,1.067836,4.273099,3.010101,17.991749,149.54,2068.29338,1.3561,-41.89677,22.36325,1034.91363,544.29075,490.62288,-0.00228801,0.01498801,-0.02145382,0.00036293,0.17060398,0.01826075,0.49125434,148.48,141.32,8.09227,14.77463,0.408807,0.00176616,-40.22392,-12.91349,-0.8179306,0.045488
125.00 ,,L125,12.2,11.36,15.08,13.39,13.0075,1.397128752,38,292.33251,-0.24148,77,-0.04135,0.20013,35,7.557,5.619,9.112,15.105,0.506267596,0.999404526,0.904928,3.300603,0.477839,29.092314,164.7727,2393.16985,1.3688,-53.44922,22.79687,1191.63718,662.02087,529.61631,-0.00253279,0.01609043,-0.02581183,0.0005129,0.13144803,0.02077243,0.55541297,151.88,181.81,8.56797,14.63588,0.4108096,0.00191209,-40.90754,-13.09111,-0.837337,0.052027
126.00 ,,L126,10.2,11.64,15.76,5.15,10.6875,3.792725768,30,196.24663,-0.236745,53,-0.036907,0.199838,30,6.606,6.217,7.138,13.163,0.496379817,0.99629125,0.880397,3.446746,2.784168,23.077143,34.1419,1722.31053,1.2768,-65.56647,23.15037,895.02778,561.87344,333.15434,-0.00170297,0.01540733,-0.03055994,0.00080519,0.08110298,0.02151812,0.57273309,126.89,123.75,8.43492,14.86124,0.41613433,0.00139053,-40.0266,-13.41304,-0.7797248,0.057427
127.00 ,,L127,6.46,7.39,15.2,14.38,10.8575,3.956857181,44,320.38575,-0.23256,85,-0.039562,0.192998,41,9.172,5.868,9.243,18.27,0.547317336,0.995965983,0.912816,3.489759,3.108871,24.235486,206.4958,2702.00176,1.3287,-65.22864,26.65608,1330.16443,728.93132,601.23311,-0.00266888,0.01583033,-0.0250972,0.00058769,0.12686013,0.02038079,0.54474314,177.5,194.98,8.48474,14.83501,0.40877018,0.00176582,-39.57933,-13.1016,-0.8166601,0.050569
128.00 ,,L128,11.79,12.16,15.99,6.33,11.5675,3.442037006,30,196.24663,-0.244068,53,-0.033864,0.210203,29,5.915,6.368,6.724,11.46,0.466764418,0.968723584,1.177767,4.323662,0.588515,23.852519,50.9484,1726.01326,1.2741,-54.02988,22.13193,891.61,570.67987,320.93013,-0.00225181,0.01384401,-0.03087349,0.00068402,0.08966359,0.0206675,0.54351145,140.05,109.62,8.40199,14.63067,0.41377899,0.00108531,-39.7374,-13.29132,-0.7743243,0.059186
129.00 ,,L129,9.8,11.38,15.63,6.15,10.74,3.40122772,36,224.29986,-0.236309,61,-0.037005,0.199305,33,7.26,6.311,7.273,14.451,0.515462814,0.995247934,0.913718,3.826134,2.86642,22.341568,37.2643,2023.11441,1.2424,-65.03309,20.67879,1012.25931,634.87828,377.38103,-0.00152443,0.01413011,-0.02786049,0.00073588,0.08056807,0.01967482,0.52379042,156.78,126.69,8.42817,14.49294,0.4121056,0.00115564,-39.97143,-12.94706,-0.7645326,0.052016
130.00 ,,L130,10.8,11.19,15.88,5.42,10.8225,3.704756234,42,252.3531,-0.242986,69,-0.035825,0.207161,39,8.163,6.093,8.199,16.306,0.532910648,0.99877496,0.844707,3.706889,0.644808,25.01239,90.2406,2326.53335,1.2155,-53.50651,19.42817,1145.91839,752.72471,393.19368,-0.00075174,0.01248053,-0.02608341,0.0005819,0.0771996,0.01739216,0.46662136,205.34,115.55,8.43868,14.45068,0.40947038,0.00103514,-39.65176,-13.12995,-0.7524491,0.047101
131.00 ,,L131,10.85,11.4,15.89,5.59,10.9325,3.651865106,42,252.3531,-0.242787,69,-0.035384,0.207403,38,7.358,6.681,8.759,14.613,0.486240974,0.993000815,1.045029,4.287793,0.849843,24.391094,125.5863,2334.05595,1.2116,-53.75046,22.03784,1155.24041,744.77219,410.46822,-0.00071925,0.01251605,-0.024734,0.00062942,0.08250333,0.01707345,0.45870796,208.36,115.14,8.42934,14.77414,0.40953008,0.00107692,-39.7621,-12.94163,-0.7538452,0.049104
132.00 ,,L132,20.67,9.18,8.42,11.05,12.33,4.90929221,44,268.39723,-0.233589,73,-0.039466,0.194123,38,6.889,6.982,8.97,13.561,0.459492427,0.984250254,1.053,4.441373,5.54013,24.384021,96.8493,2531.32644,1.1882,-74.07669,24.69311,1198.71438,847.91967,350.79471,0.00066266,0.01428553,-0.0322657,0.00088064,0.0575183,0.01927644,0.53190875,182.26,153.41,7.96443,13.58664,0.40195983,0.00089596,-34.82213,-13.23232,-0.7550093,0.040424
133.00 ,,L133,5.23,6.28,6,6.79,6.075,0.56411435,42,332.39812,-0.220312,87,-0.055521,0.164791,37,7.563,5.714,10.16,15.126,0.487935484,1,0.825603,3.323243,5.602074,28.236045,227.2002,2733.64897,1.3626,-74.68106,19.28105,1289.54948,682.71666,606.83282,-0.00159848,0.01606213,-0.02146753,0.00063021,0.09770875,0.01873636,0.50628921,187.22,173.89,8.07921,13.7735,0.40309908,0.00158833,-36.95748,-13.05271,-0.8464989,0.046846
134.00 ,,L134,3.86,5.12,4.81,4.48,4.5675,0.466978319,82,556.73781,-0.208883,149,-0.0522,0.156682,70,9.955,9.005,11.406,19.896,0.493611531,0.999296836,1.537615,6.63765,0.844981,26.618305,125.773,4739.61378,1.3163,-45.19149,17.95692,1979.35096,1096.92422,882.42673,-0.00231645,0.01011913,-0.01777483,0.00030478,0.14123372,0.01392733,0.36822891,370.98,183.29,8.26711,14.15222,0.40403671,0.00124747,-40.73153,-13.11359,-0.7748177,0.042054
135.00 ,,L135,4.72,4.97,6.29,6.23,5.5525,0.713315323,76,572.69576,-0.210279,151,-0.051556,0.158723,75,8.784,11.223,13.255,17.325,0.414443939,0.986168033,1.955747,8.538455,2.149305,17.86221,278.0155,4714.28607,1.3613,-53.98329,20.6175,1979.17148,957.82885,1021.34263,-0.00464333,0.01257911,-0.02079476,0.0002906,0.15165227,0.01700657,0.45766165,302.35,251.88,8.28018,14.59967,0.40489772,0.00159804,-41.66771,-12.52867,-0.8119298,0.042251
136.00 ,,L136,5.93,6,4.54,4.2,5.1675,0.806888313,70,544.64252,-0.211956,143,-0.049841,0.162115,55,8.155,10.807,15.582,15.901,0.375999054,0.97492336,1.993248,8.390853,2.197841,8.684378,303.9497,4406.00728,1.3852,-54.62215,18.5008,1919.03904,860.8378,1058.20124,-0.00583032,0.01280513,-0.0209901,0.00030078,0.14533847,0.01724762,0.47126047,279.96,257.43,8.42281,14.76085,0.40559918,0.00167868,-40.99672,-13.10333,-0.8261763,0.044475
137.00 ,,L137,7.62,8.45,5.32,7.62,7.2525,1.166048348,68,515.60289,-0.232943,136,-0.005826,0.227117,56,8.968,9.228,10.123,16.747,0.46393152,0.933708742,1.758951,6.798695,2.306906,19.679977,164.0804,4103.81567,1.4079,-51.73062,19.03887,1825.38444,895.51063,929.87381,-0.00527849,0.01296894,-0.0228516,0.00036023,0.12563964,0.01835204,0.48989454,271.83,239.33,8.30758,14.81515,0.4095873,0.00153729,-41.95315,-13.19658,-0.8151652,0.047445
138.00 ,,L138,8.79,8.71,13.09,7.86,9.6125,2.040543739,54,374.47634,-0.238112,100,-0.002214,0.235897,42,9.828,7.969,9.228,19.525,0.53169762,0.993335368,1.183941,5.568257,1.252292,21.586608,343.196,3185.52795,1.3173,-47.55302,19.25667,1489.45693,878.0273,611.42963,-0.00139514,0.01245208,-0.02128008,0.00039775,0.1243372,0.01636377,0.43745081,248.32,168.77,8.20239,14.72452,0.40724285,0.001742,-40.86486,-13.10543,-0.7889387,0.038796
139.00 ,,L139,7.66,5.5,6.91,5.74,6.4525,0.877820454,55,390.47574,-0.222457,104,-0.051465,0.170992,46,7.238,7.259,12.443,12.701,0.391969879,0.877383255,0.987563,4.73056,0.3635,22.293232,260.7226,3280.5909,1.3338,-77.5532,22.60771,1491.59716,737.6924,753.90476,-0.00472196,0.01229931,-0.0213772,0.00043276,0.14252348,0.01723761,0.45953466,226.53,191.16,8.4414,14.10095,0.40844821,0.00118835,-39.18392,-13.07558,-0.8149335,0.054529
140.00 ,,L140,9.15,17.72,9.92,10.73,11.88,3.417696593,45,361.45736,-0.22411,95,-0.041677,0.182434,40,7.459,7.648,12.391,14.621,0.421840739,0.980091165,1.260634,5.198833,6.137523,20.400141,339.4472,2913.10321,1.3904,-54.79091,25.48517,1346.06168,699.50519,646.55649,-0.00376969,0.01669316,-0.02590831,0.00054358,0.15045659,0.02146778,0.57469063,174.26,202.68,8.26706,14.42387,0.4053169,0.00168652,-40.0057,-12.94388,-0.7984513,0.042562
141.00 ,,L141,7.12,8.94,8.24,9.78,8.52,0.974987179,37,267.32628,-0.229673,71,-0.048084,0.181589,36,7.646,6.81,9.457,15.248,0.483833095,0.997122679,0.974255,4.295597,3.021114,28.387953,258.7617,2270.81725,1.3192,-74.84699,27.40954,1122.26402,595.6263,526.63773,-0.00487832,0.01565926,-0.02810628,0.00083955,0.12798477,0.02210168,0.58504996,160.94,153.33,8.07233,14.11097,0.40916103,0.00144747,-40.33121,-12.90416,-0.814977,0.049951
142.00 ,,L142,7.19,7.25,4.21,4.32,5.7425,1.478163979,71,512.64208,-0.232434,136,-0.010529,0.221906,63,8.707,8.835,13.034,17.391,0.442969944,0.998679224,1.547442,6.341879,2.535412,27.002155,290.304,4295.5281,1.3373,-42.52906,23.28592,1862.34476,951.73399,910.61078,-0.00310215,0.01296392,-0.01989376,0.00028742,0.1837554,0.01659458,0.44496961,294.22,227.29,8.58534,14.35093,0.40562029,0.00152542,-41.7649,-13.10549,-0.7935264,0.039381
143.00 ,,L143,8.74,10.76,4.64,6.34,7.62,2.325553698,111,751.01002,-0.22157,201,-0.014486,0.207084,96,9.476,12.53,15.836,18.625,0.396352493,0.982745884,2.118037,9.958156,0.442121,25.062355,352.1212,6531.9662,1.2884,-56.26463,18.49371,2573.21901,1295.99438,1277.22463,-0.00344153,0.01117931,-0.01827722,0.00029517,0.13593528,0.01497566,0.40007203,452.76,267.82,8.30043,14.10674,0.40219611,0.0012671,-42.60132,-13.12313,-0.7836636,0.03633
144.00 ,,L144,4.59,6.17,9.3,8.39,7.1125,1.848545036,103,610.91295,-0.222231,167,0.000698,0.222929,91,9.643,12.344,12.89,19.076,0.4305123,0.989111272,2.208113,9.933562,0.727019,22.356202,249.58,5618.37348,1.2185,-59.32287,19.04889,2291.49846,1306.90264,984.59582,-0.00112635,0.00858826,-0.01402103,0.00030765,0.11410711,0.0111284,0.2972185,500.51,141.17,8.07426,14.26707,0.40151181,0.00087558,-42.57933,-12.00159,-0.7252225,0.029344
145.00 ,,L145,7.37,5.61,14.34,6.92,8.56,3.399139597,40,316.35399,-0.236016,83,-0.042611,0.193406,39,8.211,7.333,7.72,15.946,0.51440369,0.971014493,1.195018,5.002036,3.299981,14.311894,137.4698,2493.94993,1.4214,-65.40455,21.86463,1222.59942,634.36509,588.23433,-0.0042265,0.01581578,-0.02584054,0.00058255,0.11105696,0.02105475,0.56161665,154.38,187.98,8.54617,14.93825,0.41053215,0.00185151,-40.17035,-13.17834,-0.8484497,0.056704
146.00 ,,L146,10.77,12.03,15.88,5.63,11.0775,3.665415222,24,168.19339,-0.237639,45,-0.036912,0.200727,23,6.024,5.5,6.404,11.951,0.500985118,0.991948871,0.742818,3.188332,2.79992,23.015014,24.0212,1420.4562,1.3269,-65.72716,23.77933,767.04874,478.35815,288.69059,-0.00220371,0.01709408,-0.03418001,0.00085285,0.09439254,0.02413389,0.64013775,91.45,123.35,8.44707,14.8521,0.41972708,0.0016253,-39.47743,-13.72208,-0.80135,0.063625
147.00 ,,L147,7.99,15.78,9.37,8.22,10.34,3.183999058,44,268.39723,-0.204174,73,-0.001389,0.202786,36,5.726,8.765,9.798,11.008,0.372256603,0.96122948,1.506688,6.072261,2.856059,11.72685,84.8007,2488.25675,1.2087,-46.24183,27.74353,1104.78807,629.07891,475.70916,-0.00033362,0.01283841,-0.01775235,0.00028279,0.17193879,0.01500266,0.40692712,191.82,117.56,7.11183,13.76525,0.40293615,0.00143762,-34.24851,-13.16217,-0.750766,0.029201
148.00 ,,L148,24.68,21.14,4.23,4.84,13.7225,9.274864891,28,142.24223,-0.206197,40,0.087254,0.293451,28,4.806,5.68,8.384,9.218,0.395928185,0.959009571,0.879714,3.37765,2.25543,5.870135,39.6907,1452.01665,1.0977,-44.80335,29.84412,722.18013,503.84517,218.33496,0.00211872,0.0101893,-0.01650553,0.00040295,0.13915777,0.01141052,0.32922702,162.58,39.65,6.889,13.65248,0.40142021,0.00120843,-32.7469,-13.62844,-0.6824125,0.018738
149.00 ,,L149,13.79,22.67,14.86,15.3,16.655,3.515910266,21,137.17934,-0.227933,37,-0.000397,0.227536,21,5.101,5.905,6.822,10.215,0.445253247,1.00127426,0.811409,3.22534,1.703814,12.788983,97.0681,1245.62844,1.2341,-47.50016,50.31254,657.6518,385.04408,272.60772,0.00129427,0.01915721,-0.0239362,0.00052159,0.2383921,0.02093673,0.57519915,78.93,105.23,7.18405,14.50921,0.40555976,0.00201198,-37.57299,-12.6385,-0.7847037,0.041285
150.00 ,,L150,14.16,18.4,14.54,14.09,15.2975,1.799393995,48,294.43458,-0.207188,80,0.001203,0.208391,46,6.912,7.085,12.485,13.332,0.405203331,0.964409722,0.97833,4.683786,2.662036,7.745998,185.2563,2744.18602,1.2023,-35.02461,29.27244,1319.22978,767.06851,552.16127,-0.00040189,0.01137554,-0.01676321,0.00019066,0.19534956,0.01369963,0.37090585,250.25,119.17,7.29837,13.57608,0.39751618,0.00138452,-33.86899,-13.13661,-0.7453566,0.029467
151.00 ,,L151,6.23,6.4,7.87,7.6,7.025,0.718905418,46,300.39604,-0.200023,81,-0.00238,0.197643,32,7.089,7.007,11.657,12.741,0.405699729,0.898645789,1.165702,4.75029,2.962242,14.836821,296.7243,2666.08864,1.2626,-39.08268,28.42469,1267.79301,650.61403,617.17898,-0.00307407,0.01416875,-0.02125099,0.00028889,0.20396812,0.01784917,0.47936884,177.01,178.01,7.30389,15.02328,0.40660648,0.00183152,-37.64646,-13.34797,-0.7742188,0.043667
152.00 ,,L152,13.72,20.46,7.02,7.78,12.245,5.405985109,38,309.23399,-0.212175,81,-0.014739,0.197436,28,6.005,9.142,9.668,9.812,0.342813221,0.816985845,1.336825,5.814732,1.989888,11.651563,107.0981,2490.44617,1.3914,-37.56248,28.07424,1145.29505,548.53362,596.76143,-0.0011823,0.01363498,-0.01480212,0.00017863,0.24237778,0.01422173,0.38757506,187.81,132.91,7.31464,13.97696,0.40439779,0.00155102,-33.89424,-12.98252,-0.7237823,0.031149
153.00 ,,L153,12.05,7.66,10.98,9,9.9225,1.704000807,38,266.33826,-0.227409,71,-0.047368,0.180041,33,6.963,6.612,10.308,13.853,0.450167354,0.994758007,0.828254,4.207824,3.002732,21.440821,171.5164,2307.20059,1.2936,-64.97311,25.29196,1133.17029,534.96935,598.20094,-0.00435902,0.0156484,-0.02225161,0.0004944,0.16107958,0.01914753,0.5206691,164.96,152.36,8.27452,14.71356,0.40759888,0.00144587,-39.57414,-12.9552,-0.8035846,0.04552
