No,yield20,,SampleName,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var
L77,1,77.00 ,CoH2L77,23.83,27.54,6.71,5.8,15.97,9.808427499,50,395.36144,-0.224135,538,-0.03676,0.187375,43,7.405,8.144,10.131,14.204,0.437328735,0.959081702,1.438218,5.872337,10.784083,26.645732,191.3865,3164.57571,1.4,-78.85229,29.90499,1447.27392,879.51462,567.7593,-0.00468893,0.02362531,-0.04855044,0.00178106,0.08616956,0.03459947,0.90895078,133.35,271.92,6.28576,15.27072,0.39876876,0.00497627,-41.09016,-11.29191,-0.7156305,0.032732
L78,1,78.00 ,CoH2L78,20.09,27.11,6.52,5.85,14.8925,9.057412365,70,547.5538,-0.224885,762,-0.039344,0.185541,65,9.14,10.108,12.339,17.983,0.44479347,0.983752735,2.001251,7.692198,10.883794,48.623876,295.0494,4451.5122,1.3784,-79.14656,27.45409,1999.13096,1190.2233,808.90766,-0.00351676,0.01892812,-0.03654205,0.00157658,0.06899855,0.02689084,0.70899913,251.55,308.27,6.30525,14.19765,0.39618998,0.00366329,-42.03013,-11.30297,-0.7462911,0.034942
L79,1,79.00 ,CoH2L79,19.11,26.7,5.04,3.91,13.69,9.60608401,70,547.5538,-0.225241,762,-0.038799,0.186442,66,9.083,7.935,9.833,18.07,0.504213405,0.994715402,1.409868,5.409592,11.136395,50.459904,365.0623,4415.97437,1.3895,-80.26425,31.10763,1902.80625,1127.8473,774.95896,-0.00364573,0.02139252,-0.04008549,0.00157233,0.09040643,0.02984545,0.78928351,202.77,330.07,6.30472,14.82801,0.39821144,0.00383652,-41.43096,-11.9837,-0.7419781,0.034237
L80,1,80.00 ,CoH2L80,22.27,26.94,6.66,5.2,15.2675,9.496392407,90,699.74616,-0.226547,986,-0.0414,0.185147,80,9.468,8.816,14.62,18.674,0.443457611,0.986163921,1.730613,6.456805,11.44298,55.948674,432.9301,5668.86369,1.3832,-78.6463,25.2093,2372.55498,1367.00084,1005.55414,-0.00383166,0.01739134,-0.03268329,0.0012781,0.06394138,0.02465117,0.64960348,302.06,362.32,6.32928,13.76387,0.39743096,0.00326731,-41.62552,-11.42165,-0.7535268,0.030845
L81,0,81.00 ,CoH2L81,22.49,26.79,7,7.38,15.915,8.857478479,56,423.41468,-0.226191,582,-0.039283,0.186908,49,9.743,6.984,9.852,19.468,0.536249449,0.99907626,1.099393,4.758266,10.709463,39.938292,269.6169,3461.83773,1.3706,-70.09384,29.04122,1594.06931,989.56145,604.50786,0.00023705,0.02213275,-0.03560557,0.00127555,0.09895474,0.02718525,0.74129133,159.09,287.29,6.39795,14.93265,0.39829721,0.004206,-40.43026,-11.21029,-0.7291972,0.036389
L82,1,82.00 ,CoH2L82,21.68,26.87,7.12,5.2,15.2175,9.266397291,80,623.64998,-0.225482,874,-0.04,0.185482,75,9.499,9.657,10.436,18.946,0.485309562,0.99726287,1.761433,6.906566,11.574641,66.057249,334.8228,5035.72285,1.3878,-79.25058,31.03511,2064.16886,1248.55329,815.61557,-0.00248768,0.02062181,-0.03786395,0.00151173,0.08191188,0.0280314,0.74653615,231.55,346.48,6.29874,13.99942,0.39706309,0.0036339,-42.3877,-11.47826,-0.7508094,0.034619
L83,1,83.00 ,CoH2L83,15.65,26.63,3.65,4.89,12.705,9.295777267,100,775.84233,-0.222349,1098,-0.038492,0.183857,90,9.059,10.822,13.411,17.492,0.41922109,0.965448725,2.088483,8.217441,11.064028,49.769136,596.9309,6274.99665,1.3855,-84.02412,29.96854,2502.88356,1378.02,1124.86355,-0.00566748,0.01765001,-0.0342327,0.00147678,0.07172833,0.02613764,0.68307972,322.3,378.57,6.19843,13.78148,0.39625475,0.00323349,-33.95162,-12.04755,-0.7634271,0.030404
L84,1,84.00 ,CoH2L84,19.36,26.34,4.87,5.6,14.0425,9.150339816,70,547.5538,-0.222772,762,-0.037252,0.18552,53,7.593,9.917,10.557,14.523,0.414978427,0.956341367,2.029009,8.11594,11.327258,41.64753,280.4475,4409.82791,1.3914,-83.34528,31.29144,1765.38769,1037.89248,727.49521,-0.00478433,0.02163462,-0.04247534,0.00178265,0.09198277,0.03131031,0.82240509,203.04,291.32,6.20424,14.55501,0.39725138,0.00408437,-41.83886,-11.69873,-0.7381376,0.032588
L85,1,85.00 ,CoH2L85,18.94,26.39,4.19,4.72,13.56,9.480187234,90,699.74616,-0.224063,986,-0.039737,0.184326,83,9.541,8.968,12.453,18.93,0.469133355,0.992034378,1.775406,6.558934,11.738712,67.736863,311.3584,5636.78124,1.3911,-82.10745,30.81202,2194.33495,1304.56545,889.7695,-0.00306925,0.01980525,-0.03660747,0.00153322,0.08215719,0.02731994,0.72432066,264.76,349.71,6.23117,13.89746,0.39690097,0.00342966,-42.62508,-11.47859,-0.7608425,0.03461
L86,1,86.00 ,CoH2L86,16.78,26.31,6.49,4.37,13.4875,8.765712678,114,811.9591,-0.221808,1162,-0.037568,0.18424,68,9.621,9.833,15.524,17.291,0.40543519,0.898607213,1.826065,7.4059,10.445549,61.350691,383.8281,6864.58434,1.3255,-83.62929,31.82668,2695.05119,1546.69276,1148.35843,-0.00475985,0.01615022,-0.03292305,0.00141317,0.08437807,0.02443125,0.63394643,398.25,356.44,6.18543,14.2974,0.39477035,0.00271936,-42.39147,-11.70452,-0.7451852,0.031364
L87,0,87.00 ,CoH2L87,28.3,26.59,11.35,10.28,19.13,8.345528743,48,327.32879,-0.224615,446,-0.036135,0.18848,39,6.767,7.461,8.419,13.53,0.460047603,0.999704448,1.269889,4.682452,10.735648,39.510671,123.4444,2777.58741,1.3206,-73.36574,30.78606,1247.13807,872.64445,374.49362,0.0008836,0.02251088,-0.04951226,0.00168499,0.08918229,0.03027358,0.83318325,119.23,230,6.32428,14.57541,0.39966279,0.00449204,-41.19146,-11.43472,-0.6729877,0.024324
L88,0,88.00 ,CoH2L88,25.77,24.77,9.64,10.74,17.73,7.558296766,54,355.38202,-0.224674,490,-0.034167,0.190507,41,7.036,7.143,9.141,14.035,0.462911046,0.997370665,1.245391,4.783444,10.506641,36.828555,91.7434,3045.26474,1.3077,-70.52732,30.88216,1313.89356,896.35614,417.53741,0.00025556,0.02167734,-0.04573203,0.00142345,0.09375832,0.02922897,0.79788111,131.04,236.89,6.30327,14.62236,0.40025155,0.00372044,-40.91355,-12.19984,-0.6807753,0.022886
L89,0,89.00 ,CoH2L89,19.11,27.62,10.09,13.83,17.6625,6.581752711,49,401.36763,-0.230568,549,-0.07987,0.150698,42,7.969,7.258,11.705,15.447,0.448910201,0.969193123,1.171017,5.148204,11.759338,54.18849,346.0091,3201.19659,1.405,-71.05407,37.8896,1497.52353,939.89503,557.62851,-0.00172731,0.02167201,-0.04116738,0.00161762,0.11425054,0.02941035,0.78726465,174.31,245.04,6.44816,14.5849,0.39607024,0.00432548,-40.78459,-10.76714,-0.7416278,0.039231
L90,0,90.00 ,CoH2L90,22.07,27.56,10.08,14.12,18.4575,6.798935119,45,375.33027,-0.231901,510,-0.082299,0.149602,41,7.224,7.634,9.068,14.033,0.456580446,0.971276301,1.277213,5.339523,12.032417,59.431131,397.6365,2968.99616,1.4166,-71.50306,38.83184,1361.98584,833.47013,528.51572,-0.00137272,0.02518851,-0.04325982,0.00156993,0.13552778,0.03252703,0.87623501,124.88,256.52,6.47396,14.85034,0.39596786,0.00468676,-40.81261,-10.5777,-0.7363825,0.040095
L91,0,91.00 ,CoH2L91,13.77,26.82,9.09,7.17,14.2125,7.664556005,57,448.4038,-0.230425,606,-0.064145,0.16628,47,7.613,9.33,11.144,15.088,0.424273101,0.990936556,1.760764,6.830301,11.415173,39.272866,284.4985,3643.9689,1.3789,-69.74558,27.48754,1586.53902,958.27066,628.26837,-0.00152861,0.01904367,-0.03290663,0.00128948,0.09448903,0.02488709,0.66758757,201.16,243.11,6.45862,14.53461,0.39654006,0.00368444,-40.01746,-11.72648,-0.7289068,0.029798
L92,1,92.00 ,CoH2L92,14.81,24.63,9.13,7.17,13.935,6.782365,61,474.44116,-0.230455,645,-0.065321,0.165134,50,8.164,10.499,11.072,16.22,0.42920272,0.993385595,1.885739,8.761286,11.132655,36.575979,271.4755,3833.39537,1.3869,-70.70515,30.25195,1664.93847,939.11892,725.81954,-0.00240168,0.01927171,-0.03044431,0.00118233,0.09847282,0.02453623,0.65694636,215.39,250.84,6.37862,14.31374,0.39623792,0.00339288,-39.26679,-11.43714,-0.7301356,0.029416
L93,1,93.00 ,CoH2L93,25.79,26.1,6.94,4.57,15.85,10.13030848,53,431.39365,-0.226238,589,-0.040509,0.185729,49,8.211,8.265,10.235,15.743,0.459743597,0.958653026,1.377777,5.947125,11.901363,40.756687,142.6976,3311.39986,1.4598,-72.16658,29.23819,1496.85274,905.64657,591.20617,-0.0012672,0.02441041,-0.04060178,0.00124939,0.08741266,0.03108325,0.83825914,102.59,316.57,6.37632,15.22468,0.40011781,0.00437167,-40.94282,-11.61213,-0.7433383,0.03618
L94,1,94.00 ,CoH2L94,26.16,26.27,7.28,4.82,16.1325,10.12001822,56,445.42027,-0.226452,611,-0.041171,0.185281,52,8.092,8.159,10.637,15.695,0.455046244,0.969784973,1.435403,5.927013,11.691329,43.226751,131.5443,3453.82987,1.4452,-72.53969,29.244,1529.73303,937.0349,592.69813,-0.00124652,0.02282457,-0.03930207,0.00126016,0.0928663,0.02950056,0.79481221,122.44,305.93,6.3672,15.13024,0.39910636,0.00415063,-40.18786,-11.76121,-0.7404715,0.034956
L95,1,95.00 ,CoH2L95,25.77,26.05,8.46,7.09,16.8425,9.080967391,59,459.44688,-0.226325,633,-0.038901,0.187424,55,8.218,8.338,10.891,15.783,0.450788301,0.960270139,1.391604,6.005886,11.885037,44.971364,120.1252,3586.32038,1.4356,-72.73208,28.59872,1587.39836,997.783,589.61536,-0.00055527,0.02270863,-0.03992386,0.00123486,0.07954056,0.02924799,0.79193212,113.18,331.34,6.37412,15.12365,0.39846662,0.00402223,-41.36814,-11.66255,-0.7373207,0.032759
L96,1,96.00 ,CoH2L96,21.69,26.27,5.35,4.94,14.5625,9.556796992,60,493.46321,-0.227194,679,-0.040351,0.186843,56,8.233,8.352,13.163,15.793,0.423314035,0.9591279,1.411984,6.071941,11.499094,48.631421,218.6853,3787.59974,1.4599,-71.92096,29.25817,1701.35582,1021.19735,680.15848,-0.00049214,0.02269061,-0.03529897,0.00119995,0.09314759,0.02783217,0.75460179,151.92,324.51,6.37931,15.22241,0.39871688,0.00400376,-41.1709,-11.48038,-0.7626754,0.03941
L97,1,97.00 ,CoH2L97,19.02,26.14,6.24,4.75,14.0375,8.921245359,62,495.47909,-0.224688,684,-0.037455,0.187233,58,8.214,9.406,9.533,16.121,0.459811751,0.981312393,1.722504,7.080661,11.160104,45.780347,215.6343,3876.26006,1.4324,-73.99778,29.62494,1589.24015,929.20254,660.03761,-0.00252854,0.02295118,-0.03839896,0.00132679,0.10353037,0.02985378,0.79911392,140.76,304.28,6.28926,15.24428,0.39961777,0.00395237,-41.695,-11.76045,-0.7510356,0.034925
L98,1,98.00 ,CoH2L98,25.19,26.48,5.33,4.53,15.3825,10.46626814,49,405.3563,-0.227514,550,-0.039278,0.188236,45,8.169,7.978,9.187,15.684,0.477457457,0.959970621,1.367778,5.781325,11.314732,38.201811,172.4012,3110.88703,1.4602,-71.14981,32.81265,1421.98877,832.9634,589.02537,-0.00203052,0.02472595,-0.03986788,0.00127828,0.11282808,0.03138226,0.84350225,110.35,287.85,6.37281,15.25266,0.39983408,0.00459927,-40.27297,-11.41021,-0.7516518,0.04123
L99,1,99.00 ,CoH2L99,25.76,26.06,6.23,4.87,15.73,10.1919012,62,473.4735,-0.226253,655,-0.040253,0.186,58,8.127,8.427,11.792,15.697,0.437047555,0.965731512,1.474071,5.837457,11.666463,46.051348,124.31,3735.0054,1.4205,-72.31798,28.74999,1635.27076,1038.65876,596.61201,-0.00050602,0.02185193,-0.0394296,0.0012261,0.08331582,0.0284036,0.76912873,134.5,323.42,6.3593,15.16249,0.3976848,0.0038369,-41.28823,-11.81576,-0.7363099,0.032738
L100,1,100.00 ,CoH2L100,5.71,26.2,5.16,4.03,10.275,9.214229485,72,607.5562,-0.225487,828,-0.039128,0.186359,68,8.28,8.69,11.179,16.495,0.453607964,0.996074879,1.62367,6.285239,12.539299,58.211979,130.0883,4535.14341,1.5012,-73.6624,33.85345,1783.31813,968.8716,814.44652,-0.00228933,0.0269559,-0.03707967,0.00118508,0.14317251,0.03181903,0.85932056,146.41,352.97,6.28955,15.74123,0.40716599,0.00442056,-42.92689,-11.86228,-0.8044938,0.053999
L101,1,101.00 ,CoH2L101,5.73,25.7,6.86,5.18,10.8675,8.584938483,120,840.01233,-0.222247,1206,-0.035284,0.186963,88,10.903,10.046,13.164,21.612,0.482173932,0.991103366,1.881327,7.638114,9.528871,42.189262,399.1725,6854.41975,1.3733,-74.15634,30.10794,2528.86523,1331.37581,1197.48941,-0.00352842,0.01620134,-0.02546409,0.00108849,0.13642919,0.02112625,0.56021478,392.84,315.32,6.21833,15.23091,0.39496921,0.00262248,-42.1281,-11.77371,-0.7390309,0.028923
L102,1,102.00 ,CoH2L102,7.7,25.22,7.38,7.61,11.9775,7.646451383,90,699.74616,-0.204203,986,-0.040072,0.164131,81,10.555,11.11,12.862,20.636,0.462607604,0.977546187,2.085604,8.807907,11.708232,25.646323,613.6037,5601.11829,1.3999,-73.34786,29.84069,2410.45154,1217.10579,1193.34575,-0.00563769,0.01987641,-0.03165978,0.00087382,0.1430134,0.02611822,0.69960515,254.22,420.77,6.32555,15.15193,0.39792337,0.00304167,-41.49972,-11.78,-0.7806025,0.039872
L103,1,103.00 ,CoH2L103,7.18,25.74,6.51,6.54,11.4925,8.230149983,104,823.88528,-0.203791,1166,-0.039708,0.164083,95,10.734,11.291,12.932,21.174,0.466418486,0.986305198,2.130237,8.9473,10.732728,31.448868,758.3893,6528.48001,1.4142,-75.96512,31.36612,2540.62536,1247.60805,1293.01731,-0.0066184,0.02025872,-0.03255163,0.00101986,0.14313464,0.02692373,0.72151079,284.91,426.54,6.2239,15.23726,0.39562197,0.00307916,-42.14288,-11.96209,-0.7949537,0.038975
L104,1,104.00 ,CoH2L104,8.29,23.82,7.6,8.01,11.93,6.869079269,110,851.93851,-0.203299,1210,-0.042458,0.160841,99,10.296,11.493,17.451,19.304,0.400099486,0.937451437,2.034716,9.246926,11.815419,44.908966,528.3567,6823.15739,1.3992,-73.40256,30.51242,2723.77875,1397.59771,1326.18104,-0.00388502,0.01924858,-0.0282644,0.00084594,0.15667139,0.02396345,0.64323067,334.07,428.66,6.3814,15.15713,0.39917236,0.00261002,-41.40554,-12.19479,-0.7880979,0.038306
L105,1,105.00 ,CoH2L105,19.42,26.52,5.6,5.86,14.35,8.978535515,68,545.53792,-0.225005,757,-0.03958,0.185425,64,9.26,8.635,9.857,18.512,0.500270241,0.999568035,1.458379,6.113141,12.055654,54.754632,325.0096,4335.47723,1.41,-81.40041,32.31643,1893.51898,1128.22352,765.29546,-0.00322694,0.02223521,-0.04076406,0.00164654,0.09422713,0.0304591,0.80882944,199,331.24,6.29956,14.39007,0.39969058,0.00404308,-40.9794,-11.48828,-0.7466415,0.034926
L106,0,106.00 ,CoH2L106,10.06,17.9,3.68,4.86,9.125,5.606092668,64,543.50212,-0.190502,748,-0.007797,0.182705,59,9.235,8.603,10.589,18.465,0.49034708,0.999729291,1.43726,5.988156,1.746517,77.36115,299.7007,4290.37473,1.4196,-137.27762,-16.88829,1892.49355,0,1892.49355,-0.09568325,0,-0.09568325,0.00217377,0,0.03825518,2.60367358,0,529.95,5.8019,13.59718,0.37611993,0.00386239,-41.72353,-11.86853,-0.7851564,0.041959
L107,0,107.00 ,CoH2L107,21.52,27.38,5.75,6.31,15.24,9.442232257,78,621.6341,-0.225801,869,-0.041718,0.184083,74,8.928,12.93,13.75,17.372,0.394352129,0.972894265,2.416918,10.731944,10.860458,53.676059,406.6986,4984.42008,1.3975,-78.43205,27.1136,2219.08683,1284.14837,934.93846,-0.00341739,0.01851241,-0.03353822,0.00144481,0.07087682,0.02553726,0.67601326,287.16,334.25,6.31836,14.25345,0.39590822,0.00356154,-42.09829,-11.72988,-0.7646681,0.037679
L108,0,108.00 ,CoH2L108,25.23,26.84,5.6,4.49,15.54,10.51774928,97,739.81013,-0.225346,1047,-0.045596,0.17975,87,9.378,10.532,14.163,18.681,0.43067595,0.99600128,1.858367,7.987558,11.689738,62.458142,538.5189,5990.54305,1.3839,-78.20511,25.51642,2404.92449,1454.98138,949.94311,-0.00286699,0.01683118,-0.03303773,0.0012923,0.05061814,0.02394239,0.63219535,300.61,372.84,6.2888,13.84132,0.39690104,0.00322486,-39.10165,-11.69757,-0.7563965,0.029419
L109,1,109.00 ,CoH2L109,22.33,26.31,6.03,5.18,14.9625,9.467479535,76,531.59585,-0.223131,748,-0.037614,0.185517,61,7.539,10.554,11.266,14.363,0.396954371,0.952579918,2.168323,7.848067,10.600676,34.47938,275.1887,4451.53493,1.3382,-79.39943,29.82132,1842.25176,1191.97441,650.27735,-0.0030478,0.01860113,-0.04273084,0.00168203,0.07559507,0.02811714,0.7379299,230.38,285.5,6.23118,14.85301,0.39734944,0.00354028,-42.19668,-12.00876,-0.712065,0.026804
L110,1,110.00 ,CoH2L110,23.49,25.6,8.36,9.24,16.6725,7.913884555,54,421.3988,-0.225137,577,-0.037082,0.188055,48,6.96,8.689,9.551,13.908,0.432624113,0.999137931,1.653212,6.03052,11.627668,51.693838,272.8334,3353.29568,1.4082,-73.13256,33.72188,1414.09285,920.88018,493.21266,0.00147567,0.0240084,-0.04059532,0.00144951,0.09996522,0.02936783,0.81072636,117.23,278.75,6.36833,15.20602,0.40192008,0.00453957,-41.19436,-11.43468,-0.7280554,0.032934
L111,1,111.00 ,CoH2L111,21.96,26.65,6.26,5.59,15.115,9.34139845,60,449.45203,-0.225539,621,-0.038372,0.187167,53,9.852,6.151,11.249,19.683,0.530782299,0.998934227,1.056485,3.810314,11.350216,40.299328,306.8129,3657.26964,1.3771,-71.6892,28.9835,1669.26406,1053.49225,615.77181,0.00063172,0.02230137,-0.03644177,0.00129384,0.08656952,0.02735576,0.74879182,151.56,315.88,6.38443,14.90647,0.39818442,0.00406302,-40.19606,-11.44639,-0.7257783,0.033466
L112,1,112.00 ,CoH2L112,21.95,26.71,6.54,7,15.55,8.941311425,64,497.49497,-0.226839,689,-0.040633,0.186206,57,9.857,7.262,13.983,19.633,0.480282793,0.995891245,1.121446,4.859461,10.684744,43.351082,492.257,3996.50384,1.3949,-69.69193,29.76347,1828.88192,1114.29959,714.58233,0.00100393,0.02185564,-0.03151164,0.00119137,0.1055878,0.02542097,0.69738532,199.9,312.24,6.42135,14.71528,0.39803818,0.00394204,-40.50753,-11.35179,-0.7506111,0.039196
L113,1,113.00 ,CoH2L113,21.53,26.61,5.82,6.52,15.12,9.131787886,66,477.50527,-0.225546,665,-0.038531,0.187015,59,9.84,7.52,12.656,19.664,0.493574297,0.999186992,1.140659,5.125203,11.126214,42.939094,340.8274,3942.76535,1.3571,-71.34792,28.49215,1770.81276,1148.82226,621.9905,0.00133186,0.02126565,-0.03548604,0.00125425,0.07823166,0.02588096,0.71458457,161.97,333.91,6.38847,14.44771,0.39656677,0.00380306,-41.10898,-11.39274,-0.7223699,0.031134
L114,0,114.00 ,CoH2L114,25.3,24.45,9.46,10.31,17.38,7.507040029,52,353.36614,-0.223668,485,-0.033748,0.18992,48,7.025,7.226,9.323,14.011,0.458475131,0.997224199,1.162848,4.537075,11.254749,36.394741,82.5605,2959.68416,1.3379,-71.35191,30.78989,1288.55318,838.33922,450.21396,-0.00042926,0.02356105,-0.04510138,0.00148952,0.10834758,0.03121822,0.84592384,124.91,235.93,6.27005,14.72804,0.40282997,0.00400374,-39.94041,-11.93981,-0.6896316,0.025356
L115,0,115.00 ,CoH2L115,27,25.06,11.61,11,18.6675,7.397524501,55,367.39276,-0.224553,507,-0.035747,0.188806,47,7.087,7.484,10.354,14.121,0.441847367,0.996260759,1.248811,5.339446,11.000137,39.323761,139.6589,3112.11395,1.3229,-72.89086,31.56928,1341.58203,934.97461,406.60742,0.0008869,0.02189039,-0.04740964,0.0014945,0.08267705,0.02928195,0.80613115,126.67,249.01,6.30951,14.63053,0.40031121,0.00386852,-41.0796,-11.88005,-0.6793359,0.02199
L116,1,116.00 ,CoH2L116,29.31,26.44,7.26,8.87,17.97,9.97309631,52,413.332,-0.22678,547,-0.041325,0.185455,42,7.882,8.865,10.066,15.343,0.447657116,0.97329358,1.485928,6.528299,12.135027,35.759396,359.8366,3194.13356,1.4501,-73.98587,35.1594,1488.99852,893.36873,595.62979,-0.00386784,0.025597,-0.04806136,0.00139423,0.14109389,0.03547218,0.94105679,121.49,295.48,6.35924,15.61725,0.41498871,0.00426206,-41.24075,-11.31875,-0.7280799,0.046161
L117,0,117.00 ,CoH2L117,4.76,24.73,3.75,3.82,9.265,8.937624125,106,759.88439,-0.19084,1084,-0.065406,0.125434,97,8.862,11.302,11.819,16.148,0.411214953,0.91108102,2.158587,8.755024,10.589356,54.374415,435.9377,6180.26165,1.3778,-78.4719,32.64992,2232.12694,1261.5704,970.55654,-0.00247086,0.0187983,-0.03011742,0.00126795,0.10277042,0.02411662,0.6454539,313.7,311.35,6.15084,14.34507,0.39664379,0.00281808,-43.36031,-12.26635,-0.7519798,0.034235
L118,1,118.00 ,CoH2L118,3.64,25.07,3.34,3.46,8.8775,9.349353922,92,679.75645,-0.190252,962,-0.065521,0.124731,70,8.168,10.022,12.501,15.886,0.413600979,0.972453477,1.982135,7.631081,10.412479,58.031284,484.7722,5507.13922,1.3832,-77.7702,32.37889,2033.62769,1170.89028,862.73741,-0.00300021,0.01985475,-0.0340185,0.00139951,0.09388964,0.02644314,0.70378206,251.39,318.08,6.17398,14.2559,0.397151,0.00297898,-43.01656,-12.24869,-0.7583503,0.036779
L119,0,119.00 ,CoH2L119,28.58,27.96,8.6,9.65,18.6975,9.58220323,28,259.17013,-0.231101,337,-0.092887,0.138214,24,6.34,5.201,8.642,12.496,0.474429553,0.985488959,0.505595,2.797328,12.184876,48.029219,214.2337,1929.0671,1.5055,-69.6507,39.69588,951.0554,613.13481,337.92059,0.0002995,0.03120856,-0.05578297,0.00166504,0.13903,0.03985403,1.08682592,60.36,205.97,6.505,15.52576,0.39529567,0.00675783,-39.22176,-10.14066,-0.7296364,0.051359
L120,0,120.00 ,CoH2L120,26.66,27.31,10,13.92,19.4725,7.642726526,40,341.27085,-0.229115,455,-0.074227,0.154888,36,7.261,7.729,8.86,14.228,0.461693221,0.979754855,1.177245,5.225165,13.025686,58.134174,427.1629,2610.56538,1.4649,-72.38878,42.97691,1239.86844,758.6522,481.21624,-0.00110931,0.02718431,-0.04571507,0.00167876,0.13658381,0.03463477,0.93543055,107.78,239.42,6.44605,15.42009,0.39962054,0.00526851,-40.08866,-10.6358,-0.7480067,0.049455
L121,0,121.00 ,CoH2L121,25.6,27.3,10.03,14.27,19.3,7.330139835,49,379.36204,-0.230532,520,-0.078904,0.151628,43,7.625,7.278,10.315,14.816,0.457156963,0.971540984,1.232282,4.820936,11.902468,34.833611,171.0493,3037.27961,1.3996,-69.28228,37.28963,1400.00312,779.56157,620.44155,-0.00305802,0.02418685,-0.03729018,0.00144251,0.14873271,0.03045798,0.81617482,150.6,241.44,6.44672,15.28248,0.39465331,0.00435325,-39.99538,-10.65177,-0.7224241,0.037672
L122,0,122.00 ,CoH2L122,19.75,27.62,8.44,9.54,16.3375,7.866328162,48,411.36248,-0.231205,561,-0.094469,0.136736,42,8.047,7.724,8.852,15.932,0.490094746,0.989934137,1.262292,5.351857,12.057427,61.712905,452.8527,3204.20983,1.4386,-71.79725,39.93984,1460.58708,881.15914,579.42793,-0.00190471,0.02430327,-0.04176023,0.00155338,0.1301997,0.03166055,0.84977344,140.52,268.49,6.48241,14.84241,0.39484553,0.00447357,-40.82482,-10.60242,-0.7580732,0.042806
L123,0,123.00 ,CoH2L123,19.86,27.6,9.56,13.46,17.62,6.835334666,62,491.49042,-0.230665,683,-0.079568,0.151097,53,8.037,10.135,12.785,15.977,0.410751472,0.99396541,1.71738,7.758958,12.22385,67.200304,552.3828,3934.66853,1.3998,-73.37685,37.41126,1738.31338,1075.10676,663.20662,-0.00155275,0.0212184,-0.03846646,0.00150245,0.09754796,0.02819417,0.75644752,191.92,294.86,6.45831,14.45749,0.39502244,0.00380619,-36.08727,-10.79043,-0.7430648,0.036428
L124,0,124.00 ,CoH2L124,26.97,28.28,14.64,12.1,20.4975,7.198765085,36,311.24483,-0.229237,415,-0.0547,0.174537,29,7.266,6.605,8.187,14.176,0.489367578,0.97550234,0.953839,4.219556,12.089739,42.831064,303.2709,2383.57328,1.4633,-70.5817,41.8694,1126.58301,679.70862,446.87439,-0.00135202,0.02866581,-0.04700999,0.00157201,0.13765349,0.0362375,0.97803903,81.74,233.74,6.4275,15.18279,0.39550251,0.00554383,-39.51758,-11.24467,-0.7341697,0.041655
L125,0,125.00 ,CoH2L125,23.29,28.3,13.58,6.77,17.985,8.362453288,41,353.28159,-0.23347,472,-0.082093,0.151377,33,7.942,7.545,7.856,15.568,0.502696245,0.980105767,1.361224,5.459183,10.630867,41.258542,210.8136,2728.91334,1.4507,-70.87133,37.0574,1315.82362,785.98406,529.83957,-0.00261943,0.02639819,-0.04566527,0.00164492,0.13949412,0.03473411,0.92944348,121.09,247.38,6.50722,15.21521,0.39832278,0.00580382,-39.65119,-10.25394,-0.741577,0.049079
L126,0,126.00 ,CoH2L126,30.2,28.14,14,9.39,20.4325,8.918008116,33,257.1957,-0.233585,336,-0.079719,0.153866,32,6.448,6.744,7.575,12.843,0.472829689,0.995890199,1.076708,4.173213,10.787523,44.129823,43.4125,2051.43698,1.4049,-67.24718,40.14782,1010.61082,674.41635,336.19447,0.00216424,0.02893282,-0.05153433,0.00163625,0.14472492,0.03576399,0.99189686,80.92,202.08,6.54201,15.43018,0.40063853,0.006245,-40.05443,-10.27005,-0.6876791,0.047505
L127,0,127.00 ,CoH2L127,15.58,25.7,13.88,3.18,14.585,7.985992424,47,381.33483,-0.227245,516,-0.078791,0.148454,40,6.68,6.639,10.707,12.34,0.415684161,0.923652695,1.055785,4.351297,10.337532,26.850641,362.4346,3032.78404,1.409,-72.95229,41.06427,1371.47724,636.16674,735.31049,-0.00675603,0.03070537,-0.03916643,0.00147514,0.17650369,0.03522823,0.95897608,115.92,268.14,6.40184,14.93755,0.40009038,0.00472508,-39.52303,-11.98619,-0.7414277,0.043729
L128,1,128.00 ,CoH2L128,10.67,12.26,15.93,3.73,10.6475,4.425982236,30,196.24663,-0.235632,53,-0.033707,0.201925,26,5.846,6.542,6.734,11.304,0.459886086,0.966814916,1.178603,4.321465,3.386406,25.391948,46.4866,1727.06967,1.2733,-68.21309,21.28902,893.93821,597.40524,296.53298,-0.00166785,0.01487838,-0.03500244,0.00088873,0.05831001,0.02214505,0.58650981,131.04,119.29,8.38145,14.07142,0.41385075,0.00108295,-39.53016,-13.26503,-0.7732347,0.058546
