SPS_L,NumRadicalElectrons_L,MaxPartialCharge_L,PEOE_VSA1_L,PEOE_VSA10_L,PEOE_VSA11_L,PEOE_VSA14_L,PEOE_VSA4_L,SlogP_VSA1_L,SlogP_VSA12_L,TPSA_L,EState_VSA9_L,VSA_EState2_L,VSA_EState4_L,NOCount_L,NumAliphaticHeterocycles_L,NumHAcceptors_L,fr_Imine_L,fr_allylic_oxid_L,fr_bicyclic_L,Ligand ID,ln(dr),ODI_HOMO_1_Free,ODI_HOMO_Free,ODI_LUMO_Free,ODI_LUMO_Add1_Free,ODI_Mean_Free,ODI_Std_Free,AtomNum_Free,Weight_Free,HOMO_Free,HOMO_number_Free,LUMO_Free,HOMO_LUMO_Gap_Free,Farthest_Distance_Free,Mol_Radius_Free,Mol_Size_Short_Free,Mol_Size_2_Free,Mol_Size_L_Free,Length_Ratio_Free,Len_Div_Diameter_Free,MPP_Free,SDP_Free,Dipole_Moment_Free,Quadrupole_Moment_Free,Octopole_Moment_Free,Volume_Free,Density_Free,ESPmin_Free,ESPmax_Free,Overall_Surface_Area_Free,Pos_Surface_Area_Free,Neg_Surface_Area_Free,Overall_Average_Free,Pos_Average_Free,Neg_Average_Free,Overall_Variance_Free,Nu_Free,Pi_Free,MPI_Free,Nonpolar_Area_Free,Polar_Area_Free,ALIEmin_Free,ALIEmax_Free,ALIE_Ave_Free,ALIE_Var_Free,LEAmin_Free,LEAmax_Free,LEA_Ave_Free,LEA_Var_Free,ODI_HOMO_1_Res,ODI_HOMO_Res,ODI_LUMO_Res,ODI_LUMO_Add1_Res,ODI_Mean_Res,ODI_Std_Res,AtomNum_Res,Weight_Res,HOMO_Res,HOMO_number_Res,LUMO_Res,HOMO_LUMO_Gap_Res,Farthest_Distance_Res,Mol_Radius_Res,Mol_Size_Short_Res,Mol_Size_2_Res,Mol_Size_L_Res,Length_Ratio_Res,Len_Div_Diameter_Res,MPP_Res,SDP_Res,Dipole_Moment_Res,Quadrupole_Moment_Res,Octopole_Moment_Res,Volume_Res,Density_Res,ESPmin_Res,ESPmax_Res,Overall_Surface_Area_Res,Pos_Surface_Area_Res,Neg_Surface_Area_Res,Overall_Average_Res,Pos_Average_Res,Neg_Average_Res,Overall_Variance_Res,Nu_Res,Pi_Res,MPI_Res,Nonpolar_Area_Res,Polar_Area_Res,ALIEmin_Res,ALIEmax_Res,ALIE_Ave_Res,ALIE_Var_Res,LEAmin_Res,LEAmax_Res,LEA_Ave_Res,LEA_Var_Res,ODI_HOMO_1_CoL2,ODI_HOMO_CoL2,ODI_LUMO_CoL2,ODI_LUMO_Add1_CoL2,ODI_Mean_CoL2,ODI_Std_CoL2,AtomNum_CoL2,Weight_CoL2,HOMO_CoL2,HOMO_number_CoL2,LUMO_CoL2,HOMO_LUMO_Gap_CoL2,Farthest_Distance_CoL2,Mol_Radius_CoL2,Mol_Size_Short_CoL2,Mol_Size_2_CoL2,Mol_Size_L_CoL2,Length_Ratio_CoL2,Len_Div_Diameter_CoL2,MPP_CoL2,SDP_CoL2,Dipole_Moment_CoL2,Quadrupole_Moment_CoL2,Octopole_Moment_CoL2,Volume_CoL2,Density_CoL2,ESPmin_CoL2,ESPmax_CoL2,Overall_Surface_Area_CoL2,Pos_Surface_Area_CoL2,Neg_Surface_Area_CoL2,Overall_Average_CoL2,Pos_Average_CoL2,Neg_Average_CoL2,Overall_Variance_CoL2,Nu_CoL2,Pi_CoL2,MPI_CoL2,Nonpolar_Area_CoL2,Polar_Area_CoL2,ALIEmin_CoL2,ALIEmax_CoL2,ALIE_Ave_CoL2,ALIE_Var_CoL2,LEAmin_CoL2,LEAmax_CoL2,LEA_Ave_CoL2,LEA_Var_CoL2,Surface Area_CoL2,Surface Volume_CoL2,P_int_CoL2,Vb_R2.5_CoL2,Vb_R3.0_CoL2,Vb_R3.5_CoL2,Vb_R4.0_CoL2,Vb_R4.5_CoL2,Surface Area_Free,Surface Volume_Free,P_int_Free,Surface Area_Res,Surface Volume_Res,P_int_Res,N_Mulliken_CoL2,N_NPA_CoL2,O_Mulliken_CoL2,O_NPA_CoL2,Co_Mulliken_CoL2,Co_NPA_CoL2,N_Mulliken_Free,N_NPA_Free,O_Mulliken_Free,O_NPA_Free,N_Mulliken_Free.1,N_NPA_Free.1,O_Mulliken_Free.1,O_NPA_Free.1
20.90909091,0,0.199222152,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.70120739,9.571414082,4,2,4,2,0,10,L166,2.27,3.59,3.5,3.4,3.45,3.485,0.070178344,93,710.8615,-0.188732,187,-0.060918,0.127814,86,10.039,10.01,12.259,20.078,0.474130399,1,1.95269,7.662149,2.26994,24.213753,686.7785,5756.16815,1.3839,-42.23794,20.82954,2310.35625,1120.78249,1189.57375,-0.00239869,0.0141118,-0.0179544,0.00021643,0.2110581,0.01611752,0.43783948,329.28,317.69,8.52067,14.39041,0.40208833,0.00148496,-38.32989,-13.12327,-0.8336607,0.04641,7.23,7.06,6.84,6.94,7.0175,0.145322916,93,710.8615,-0.18835,187,-0.060069,0.128281,85,9.676,12.151,13.574,18.951,0.424187483,0.979278628,2.192525,9.768043,2.785501,26.596142,639.0951,5753.66225,1.3845,-77.02544,22.81706,2544.36133,1162.81062,1381.55071,-0.005434,0.01350136,-0.02137134,0.00035281,0.15131221,0.01775106,0.48367261,355.91,356.58,8.00025,14.68028,0.40254289,0.00156194,-40.65275,-13.14972,-0.8351056,0.046584,3.61,11.85,6.81,6.92,7.2975,2.945465795,96,771.81057,-0.187112,1088,-0.059908,0.127204,85,9.676,12.108,13.518,18.952,0.425142447,0.979330302,2.17599,9.749422,11.654238,41.21407,699.7358,6078.65819,1.4228,-76.13618,34.14713,2550.35062,1271.41684,1278.93378,-0.00556219,0.02099016,-0.03195848,0.00095998,0.15202965,0.0268185,0.72084265,270.81,443.36,6.3104,15.19509,0.39811648,0.00289887,-40.33821,-11.59863,-0.8071414,0.04404,833.2,895.4,24,0.427171507,0.442733164,0.463479547,0.475723108,0.47697497,774,855.6,24.7,818.3,859.4,23.2,-0.4540635,-0.572805,-0.47568,-0.529895,-0.017898,0.52145,-0.4300265,-0.54281,-0.4945405,-0.56292,-0.425624,-0.540695,-0.488799,-0.55566
21.87755102,0,0.199222152,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.58290566,12.28115634,4,2,4,2,0,8,L167,2.16,8.29,8.27,7.95,8.14,8.1625,0.135531362,87,638.79708,-0.2053,169,-0.037155,0.168145,85,9.942,8.241,13.698,19.644,0.472404588,0.987929994,1.359298,5.852885,3.749796,28.536959,454.2402,5293.77707,1.3522,-50.63344,22.60347,2331.09021,1131.78139,1199.30882,-0.00386596,0.01218456,-0.01901275,0.00029942,0.1685139,0.01587649,0.42715225,380.01,272.76,8.33244,14.57889,0.40465465,0.00139305,-40.59172,-13.0491,-0.8090265,0.044873,6.45,6.38,8.23,8.45,7.3775,0.965954838,87,638.79708,-0.205546,169,-0.035206,0.17034,85,9.414,12.213,12.298,17.419,0.415430479,0.925164648,2.443202,9.915193,2.300839,24.155022,418.9283,5285.12221,1.3544,-78.17631,19.23672,2402.12567,1122.2287,1279.89697,-0.00559088,0.01162874,-0.02068925,0.00041503,0.11758904,0.01673798,0.44779997,391.89,280.77,8.08426,14.60977,0.4043801,0.00146432,-41.68082,-13.15452,-0.809688,0.045202,8.91,25.22,7.94,8.07,12.535,7.333145642,90,699.74616,-0.204075,986,-0.03802,0.166055,85,9.414,12.136,12.252,17.422,0.416694571,0.925323986,2.407773,9.879171,11.278095,35.321263,460.7995,5605.81693,1.3988,-74.6651,29.23057,2449.09464,1201.79716,1247.29748,-0.00608613,0.01998534,-0.03120653,0.00099966,0.13609005,0.0260935,0.69933711,281,404.82,6.33563,15.10105,0.39863208,0.00299117,-41.25581,-11.96396,-0.7754754,0.04073,793.3,833.4,22.8,0.424973955,0.427108164,0.430593086,0.42983443,0.424447508,761.7,792.9,22.9,773,798.5,22,-0.4681015,-0.566945,-0.4820395,-0.53485,-0.030664,0.51015,-0.435799,-0.55029,-0.494089,-0.55492,-0.433527,-0.536885,-0.494891,-0.56076
21.33333333,0,0.199222152,18.94745182,41.20562857,11.79549069,0,0,9.473725908,0,61.64,28.93226128,10.551723,8.857225396,6,2,6,2,0,8,L168,2.11,8.27,8.34,8.06,8.24,8.2275,0.103289641,89,670.79589,-0.195501,177,-0.036524,0.158977,84,9.274,10.144,14.319,18.33,0.428341084,0.988246711,1.835145,7.678236,5.524167,44.447598,503,5406.21102,1.3904,-53.39342,24.85168,2323.89286,1038.54028,1285.35259,-0.00512498,0.01542516,-0.0217291,0.00035431,0.18603868,0.01875481,0.5146187,309.83,340.93,8.32536,15.08418,0.40543137,0.00160601,-41.87147,-13.15596,-0.8213471,0.047474,8.54,8.39,8.38,8.57,8.47,0.085732141,89,670.79589,-0.194913,177,-0.035196,0.159717,88,9.576,11.607,13.917,18.591,0.421421285,0.97070802,2.335145,9.249664,3.142068,31.20979,963.6809,5420.41979,1.3868,-82.27886,22.37519,2485.42084,1073.19965,1412.22119,-0.00826906,0.013557,-0.0248555,0.00047245,0.12884882,0.01989325,0.54359712,330,365.99,8.05849,15.0501,0.4057991,0.00169728,-41.72132,-13.17543,-0.8232023,0.049792,8.56,24.87,8.06,8.29,12.445,7.175759542,92,731.74497,-0.19425,1022,-0.036136,0.158114,88,9.576,11.605,13.918,18.592,0.421443953,0.970760234,2.301979,9.246413,10.718259,32.375512,981.0501,5740.65934,1.4284,-79.06174,26.91482,2533.748,1241.28049,1292.46751,-0.00896401,0.01933088,-0.03613831,0.00100416,0.09894685,0.02853386,0.75931655,237.53,471.99,6.28082,15.04384,0.40020942,0.0032031,-41.29721,-11.71447,-0.7892529,0.045857,816.7,855.9,22.6,0.422874072,0.42536688,0.429492406,0.429427099,0.425258879,761.4,809.5,22.9,798.8,816.7,21.9,-0.468316,-0.56679,-0.4874735,-0.53257,-0.033437,0.51047,-0.434307,-0.550215,-0.4926325,-0.54292,-0.4333085,-0.53662,-0.493328,-0.545095
22.25531915,0,0.199222152,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.51865169,9.58510942,4,2,4,2,0,8,L169,1.97,6.71,6.65,7.6,7.48,7.11,0.432608368,81,610.74385,-0.205449,161,-0.040284,0.165166,78,9.918,8.438,13.854,18.727,0.456544528,0.944091551,1.557768,6.054233,3.786666,19.847373,626.4778,4993.73521,1.3705,-50.35217,22.31039,2199.57317,1034.06406,1165.50911,-0.00382567,0.01342438,-0.01913028,0.00029733,0.17302254,0.01650086,0.44756787,329.06,286.88,8.29972,14.59283,0.40422919,0.00151539,-41.71293,-13.10448,-0.824082,0.046288,6.62,6.58,7.78,7.81,7.1975,0.597761449,81,610.74385,-0.205199,161,-0.039027,0.166172,78,10.747,11.5,12.437,20.068,0.456039086,0.933655904,2.162852,9.239454,2.523276,10.677456,488.012,4981.26281,1.3739,-78.44796,18.47172,2280.76733,1069.35037,1211.41696,-0.00562994,0.01231038,-0.02146634,0.00041511,0.11368188,0.01737104,0.46731529,347.77,290.91,8.10262,14.68141,0.40376299,0.00157874,-41.66761,-13.12378,-0.8244258,0.046502,7.93,26.23,7.48,7.49,12.2825,8.054642683,84,671.69292,-0.204838,942,-0.040268,0.16457,78,10.747,11.512,12.436,20.07,0.455949839,0.933748953,2.130364,9.252778,11.467388,15.826933,504.7384,5297.2527,1.4209,-73.63169,29.34431,2348.45288,1179.63532,1168.81756,-0.00617347,0.02042623,-0.03301936,0.00097253,0.13142184,0.02714874,0.72637509,240.31,417.33,6.32299,15.1838,0.3971565,0.0032718,-41.24791,-11.8393,-0.7869341,0.04255,743.9,785.2,22.3,0.427708686,0.429352279,0.425375047,0.414860189,0.40356352,717.1,746.3,22.8,726.1,746,21.6,-0.468974,-0.56573,-0.481941,-0.53448,-0.017689,0.50724,-0.436169,-0.551375,-0.492546,-0.55469,-0.4341265,-0.53661,-0.494701,-0.56049
22.21428571,0,0.171791113,9.799819462,0,11.67123957,0,0,9.799819462,0,31.2,9.984809465,15.03273904,2.376127068,4,2,4,2,0,0,L17,0.71,6.24,6.66,8.68,6.11,6.9225,1.034852043,58,374.5227,-0.198247,101,-0.021501,0.176746,49,6.692,9.552,12.466,12.671,0.365274294,0.946727436,1.507463,7.063936,5.01061,18.107248,172.5937,3340.80173,1.2562,-58.38089,20.77929,1456.66191,804.89458,651.76732,-0.00150948,0.01411517,-0.02080501,0.00049679,0.12880317,0.0173131,0.46554491,217.52,190.39,8.08246,14.31465,0.40394183,0.00130968,-37.25973,-13.02386,-0.7393731,0.031098,7.69,9.2,10.2,7.21,8.575,1.19139624,58,374.5227,-0.193441,101,-0.030403,0.163038,55,6.915,9.57,12.593,13.568,0.379726288,0.981055676,1.423847,7.191753,5.743535,14.105659,210.1206,3352.08685,1.252,-79.8806,19.43714,1489.77468,831.72253,658.05215,-0.00209602,0.01312974,-0.02134009,0.00070841,0.08713217,0.01711814,0.45596352,243.81,173.37,7.71077,14.13082,0.40430206,0.00134603,-34.57856,-13.00201,-0.7337604,0.030825,6.96,22.83,10.49,6.97,11.8125,6.521711336,61,435.47177,-0.210056,608,-0.069495,0.140561,55,6.915,9.582,12.541,12.719,0.365047931,0.91966739,1.414094,7.198466,16.507265,45.538845,507.6119,3656.00681,1.3347,-76.71451,34.83491,1551.67985,1056.35859,495.32126,0.00247469,0.02625183,-0.04823421,0.00174233,0.09960188,0.03244514,0.90529448,123.31,311.2,6.34473,14.58247,0.39671668,0.00360166,-33.6834,-11.06544,-0.6935908,0.024715,511.5,548.2,21.2,0.422060164,0.43113081,0.428502376,0.416675718,0.399213594,494.1,508.3,20.9,498.6,512.6,20.4,-0.509228,-0.48598,0,0,-0.107086,0.48895,-0.47226025,-0.4827125,0,0,-0.493697,-0.4891075,0,0
20.90909091,0,0.199222152,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.66822486,9.514125848,4,2,4,2,0,12,L171,2.14,3.56,3.5,6.81,6.88,5.1875,1.657820482,93,710.8615,-0.204731,187,-0.040629,0.164102,85,10.983,10.082,15.333,20.13,0.441980459,0.91641628,1.57048,7.768581,4.046617,37.024803,547.8922,5747.49454,1.386,-44.12191,22.47849,2453.63863,1132.2681,1321.37053,-0.00376761,0.0140055,-0.0189972,0.00022637,0.20746327,0.01665407,0.45425879,336.87,350.22,8.45023,14.61771,0.40296931,0.00150292,-41.7485,-13.09708,-0.8400325,0.047872,5.59,5.58,6.82,6.84,6.2075,0.622550199,93,710.8615,-0.20416,187,-0.040066,0.164093,90,10.627,11.535,15.004,19.854,0.427952493,0.934130046,2.065706,9.248269,2.540728,19.075842,653.6468,5745.28007,1.3865,-78.40407,18.66836,2595.41529,1198.75977,1396.65552,-0.00578995,0.01270487,-0.0216642,0.00037878,0.12515336,0.01761417,0.47690945,377.51,349.28,8.09923,14.71723,0.40287568,0.0015835,-41.69604,-13.11588,-0.8409954,0.048688,6.75,26.13,6.6,6.6,11.52,8.435309716,96,771.81057,-0.203627,1088,-0.040686,0.162941,90,10.627,11.537,15,19.857,0.428007932,0.934271196,2.039187,9.254721,11.435349,26.847297,708.9066,6061.23353,1.4269,-74.17604,29.5115,2661.86249,1289.27411,1372.58838,-0.0073595,0.01973194,-0.03280652,0.00088796,0.14213988,0.02679626,0.72038998,272.31,473.09,6.32072,15.21492,0.39693659,0.00307579,-41.24776,-11.96948,-0.8074443,0.046194,841.9,900.2,22.9,0.430362026,0.431875745,0.42783265,0.417141239,0.405696422,798.6,854.6,23.4,824.4,861.9,22.2,-0.46839,-0.565745,-0.481983,-0.5342,-0.018445,0.50697,-0.4376985,-0.553455,-0.4884245,-0.55142,-0.432728,-0.535655,-0.4947965,-0.560365
21.6,0,0.171791115,9.799819462,0,11.67123957,0,0,9.799819462,0,31.2,9.984809465,15.14978584,4.941220405,4,2,4,2,0,0,L18,1.05,6.7,7.16,8.89,5.9,7.1625,1.094540429,64,402.57593,-0.194315,109,-0.019196,0.175119,59,7.031,10.389,13.282,13.635,0.365490806,0.969634476,1.747484,7.979048,5.789288,17.223037,192.7336,3648.51805,1.2365,-61.44685,20.07959,1600.93614,949.22184,651.71429,-0.0007593,0.01334151,-0.02129713,0.00055914,0.09480596,0.01673478,0.4511677,259.63,188.68,8.03229,14.01085,0.40419404,0.00113632,-37.27303,-13.03034,-0.731875,0.03224,7.32,8.9,10.36,6.71,8.3225,1.422152857,64,402.57593,-0.190847,109,-0.028372,0.162475,59,7.402,9.86,13.401,14.132,0.377931698,0.954606863,1.631016,7.552514,6.614257,13.38767,240.7113,3660.62947,1.2324,-82.49453,18.72695,1621.21535,959.64361,661.57173,-0.00101172,0.01309104,-0.02146849,0.00077898,0.06936188,0.0167193,0.44925019,278.42,175.57,7.67853,13.8333,0.40426146,0.00119167,-36.03149,-13.01682,-0.726207,0.031666,6.42,21.9,10.53,6.47,11.33,6.326385224,67,463.52501,-0.207391,652,-0.068152,0.139239,59,7.402,9.838,13.627,13.707,0.368745292,0.925898406,1.616138,7.51561,17.587405,51.143491,650.2364,3975.26965,1.3066,-78.52963,33.31571,1701.44988,1216.28803,485.16185,0.00406092,0.02531041,-0.04921102,0.00188988,0.08315451,0.03059634,0.87418148,133.05,343.41,6.32492,14.27735,0.39650178,0.00336713,-34.62226,-11.0701,-0.6844189,0.02504,564.6,598.5,21.2,0.402168251,0.404424911,0.398446236,0.385427658,0.368831951,538.3,557.7,20.8,542.5,559.3,20.5,-0.510814,-0.4858,0,0,-0.072189,0.49661,-0.4743685,-0.48293,0,0,-0.494974,-0.4890575,0,0
24.1025641,0,0.200504992,9.473725908,29.7066049,0,0,0,0,0,43.18,19.45853537,10.74528502,7.055825323,4,2,4,2,0,6,L2,0.99,8.71,7.53,11.09,10.46,9.4475,1.409226295,69,510.6262,-0.218334,135,-0.005786,0.212548,63,8.103,8.003,12.281,14.726,0.420622679,0.908675799,1.452927,5.506151,3.237115,24.565572,227.773,4167.94262,1.3729,-44.69688,22.30554,1758.14048,874.93558,883.2049,-0.00340279,0.01344366,-0.0200915,0.00030649,0.17551916,0.01698055,0.45669436,266.51,225.81,8.44973,14.798,0.40745036,0.00153911,-42.05832,-13.17842,-0.8012455,0.041364,6.06,5.51,7.71,8.44,6.93,1.189726859,69,510.6262,-0.227017,135,-0.006531,0.220486,63,8.203,8.505,13.815,15.813,0.414680198,0.963854687,1.468187,6.133686,2.096818,21.038763,306.2107,4163.18528,1.3744,-75.18648,19.51188,1770.2224,893.06345,877.15895,-0.00368651,0.01248225,-0.02014844,0.0004591,0.10628679,0.01656792,0.44302601,294.32,201.39,8.05051,14.63969,0.40668981,0.00162513,-41.92784,-13.12681,-0.7991176,0.038945,6.73,26.06,6.77,5.18,11.185,8.611981479,72,571.57527,-0.226724,796,-0.042409,0.184315,63,8.203,8.522,13.944,15.683,0.411098587,0.955930757,1.460496,6.149468,11.46084,53.727041,432.4672,4483.83394,1.4285,-70.018,29.07158,1824.90738,1103.39393,721.51345,-0.00023371,0.02140297,-0.03332218,0.00111489,0.10619146,0.02616499,0.71063789,179.48,331.55,6.38601,15.12679,0.39890054,0.00365218,-41.46053,-12.14361,-0.7590688,0.033798,602.3,663.7,23.1,0.424908842,0.43511621,0.440621506,0.436452579,0.424705301,584.8,625.3,22.6,583.6,624.7,22.3,-0.467091,-0.56764,-0.476416,-0.53314,0.003205,0.5119,-0.430866,-0.54339,-0.495518,-0.55751,-0.429683,-0.5348,-0.4888105,-0.55945
20.82352941,0,0.171791271,9.799819462,0,11.67123957,0,0,9.799819462,0,31.2,9.984809465,15.42629504,5.165617336,4,2,4,2,0,0,L23,0.99,6.37,5.91,7.72,5.41,6.3525,0.859429316,76,458.6824,-0.194116,125,-0.015622,0.178493,72,7.936,11.564,14.417,15.683,0.376416091,0.988092238,2.215628,8.944138,2.626883,22.237037,240.8099,4276.79073,1.2018,-49.93165,20.1781,1942.12854,1091.91573,850.21281,-0.00230272,0.01090722,-0.01926806,0.00037852,0.12747997,0.0149828,0.39639853,363.38,180.47,8.12998,13.59494,0.40140605,0.00108411,-37.00137,-12.95625,-0.7355311,0.032192,6.46,8.68,9.73,6.64,7.8775,1.379898094,76,458.6824,-0.191164,125,-0.024945,0.166219,70,7.702,10.364,12.187,14.871,0.397386564,0.965398598,1.883751,7.81833,6.176123,21.478924,282.8096,4260.46807,1.2064,-81.42324,21.65616,1735.79764,1151.37328,584.42435,0.00029161,0.01180772,-0.02239623,0.00077187,0.06456077,0.01527923,0.41831393,318.24,167.83,7.79367,14.09838,0.40366742,0.00106475,-36.38724,-13.00205,-0.7265793,0.02851,6.52,22.09,10.35,6.48,11.36,6.391263568,79,519.63148,-0.208599,740,-0.065332,0.143267,70,7.702,10.499,12.351,14.707,0.391591448,0.954752012,1.861617,7.868857,17.190839,68.732906,786.8061,4588.30802,1.2691,-78.13655,37.18145,1833.23291,1359.31347,473.91943,0.00465949,0.02395364,-0.05068072,0.00177946,0.07178879,0.02879107,0.83982511,136.53,376.83,6.35011,14.56846,0.39515897,0.00324603,-36.19083,-11.03567,-0.6858587,0.023257,620.1,691.2,22.1,0.381690324,0.383427071,0.384632408,0.381680218,0.375274075,633.7,652.5,20.6,592.4,651.8,21.4,-0.50675175,-0.49125,0,0,-0.032126,0.52862,-0.48190025,-0.47999,0,0,-0.490593,-0.49143,0,0
21,0,0.171781057,9.799819462,0,11.67123957,0,0,9.799819462,0,31.2,9.984809465,15.32116906,4.974304141,4,2,4,2,0,0,L24,0.94,5.86,6.33,9.09,5.86,6.785,1.344553829,70,430.62917,-0.193625,117,-0.017803,0.175822,54,8.117,10.395,12.815,16.212,0.411242453,0.99864482,1.658949,7.935839,5.496654,18.557317,208.9879,3958.1632,1.2191,-63.61397,19.44936,1739.84205,1104.42329,635.41876,-8.75E-05,0.0120814,-0.02123829,0.00064035,0.07860248,0.0154494,0.41975318,312,175.2,8.03834,13.55101,0.40254161,0.00109276,-36.92903,-12.94592,-0.730085,0.033189,6.24,8.36,10.16,6.69,7.8625,1.5438001,70,430.62917,-0.189047,117,-0.026423,0.162624,58,8.091,9.961,13.177,16.13,0.410767037,0.996786553,1.578254,7.578831,6.310719,13.291497,251.6272,3964.74087,1.2171,-83.83985,18.24972,1768.25478,1095.12224,673.13254,-0.00057956,0.01180423,-0.0207268,0.00083565,0.06351477,0.01534853,0.41363594,335.61,159.56,7.65436,14.00278,0.40321335,0.00115763,-35.85453,-12.97142,-0.7269688,0.032617,6.09,22.25,10.48,6.37,11.2975,6.557893621,73,491.57824,-0.206332,696,-0.066965,0.139367,58,8.091,9.974,13.139,16.105,0.410653271,0.995241626,1.566756,7.587617,17.537282,49.31991,642.9771,4287.83407,1.2847,-80.3596,33.63518,1877.13304,1330.24335,546.88968,0.00394744,0.02417268,-0.04524802,0.0019152,0.08161833,0.02883207,0.82485413,176.04,349.61,6.33349,14.45527,0.39556276,0.00327154,-34.57676,-10.73278,-0.6820453,0.024835,611.5,645.2,20.9,0.378402136,0.369990316,0.35665533,0.339826051,0.325864558,577.7,602.1,20.6,586.8,607.2,20.3,-0.5120445,-0.4845,0,0,-0.049968,0.51292,-0.4767025,-0.481055,0,0,-0.49542875,-0.487065,0,0
20.33333333,0,0.171781213,9.799819462,0,11.67123957,0,0,9.799819462,0,31.2,9.984809465,15.59767826,5.201466911,4,2,4,2,0,0,L25,1.05,14.73,12.36,11.46,8.03,11.645,2.404729715,82,486.73564,-0.188977,133,-0.020147,0.16883,79,9.364,8.564,14.012,17.747,0.440121023,0.947618539,1.303963,6.410988,1.003811,6.112086,71.1182,4610.57057,1.183,-52.8598,14.30147,2035.33252,1171.5263,863.80622,-0.00105937,0.0077578,-0.01301756,0.00025255,0.09135914,0.01019749,0.2718436,476.34,93.61,7.9712,13.86243,0.39603353,0.00088192,-36.69044,-13.06104,-0.7242169,0.030585,6.12,7.79,9.83,6.44,7.545,1.460556401,82,486.73564,-0.189999,133,-0.02704,0.162959,78,8.42,9.159,14.412,15.153,0.391307716,0.899821853,1.556014,6.816412,6.182385,17.782764,246.4305,4574.51792,1.1923,-80.48987,18.39672,1971.92057,1268.9991,702.92147,0.00029839,0.01150863,-0.01993969,0.00070599,0.06312718,0.01443032,0.39494626,381.57,170.62,7.72975,13.65253,0.40231105,0.00101587,-36.71207,-13.00097,-0.7165325,0.028384,5.96,21.2,10.23,6.16,10.8875,6.192928931,85,547.68471,-0.206886,784,-0.066626,0.14026,78,8.42,9.165,14.583,14.911,0.385705786,0.885451306,1.54416,6.801217,17.304371,60.006859,719.0016,4902.74352,1.2518,-77.35379,33.89491,2068.65379,1457.33738,611.3164,0.00440291,0.02406064,-0.0424598,0.00164077,0.07902784,0.02786164,0.80267731,172.29,406.99,6.34942,13.96829,0.39497499,0.00287841,-36.50044,-11.09868,-0.6788242,0.022446,694.3,740.9,21.7,0.381674046,0.381555423,0.376671403,0.368187884,0.360596127,681.7,705.4,20.8,668.5,700.8,21.2,-0.507238,-0.484235,0,0,-0.049484,0.52015,-0.499376,-0.4953825,0,0,-0.49345475,-0.484195,0,0
20.52631579,0,0.171781214,9.799819462,0,11.67123957,0,0,9.799819462,0,31.2,9.984809465,15.66889598,5.333522452,4,2,4,2,0,0,L26,0.8,7.47,7.62,8.82,5.63,7.385,1.140361785,88,514.78887,-0.195194,141,-0.018448,0.176746,83,8.324,11.87,13.951,16.321,0.387285843,0.980358001,2.179155,9.376188,5.296797,21.755668,193.3285,4853.56338,1.1885,-62.00694,23.4463,1995.47803,1288.26824,707.20979,0.00049091,0.01116532,-0.01895382,0.00060064,0.08583529,0.01378884,0.37893526,389.19,169.6,8.0437,14.03774,0.40090372,0.00096151,-37.38915,-12.96481,-0.727723,0.030533,6.01,7.64,10.16,6.4,7.5525,1.621286141,88,514.78887,-0.189986,141,-0.02843,0.161556,83,8.389,11.88,14.236,16.645,0.389256566,0.992072953,2.09944,9.499164,5.871036,20.286149,224.5741,4867.31056,1.1852,-81.63801,22.54301,2047.32153,1324.37705,722.94448,0.00037803,0.01103487,-0.01914445,0.00076525,0.06322184,0.01379104,0.37819751,410.23,163.08,7.7274,13.8348,0.40131031,0.0009746,-36.60181,-12.74688,-0.7200395,0.028824,5.89,22.47,10.37,6.23,11.24,6.719233587,91,575.73795,-0.206702,828,-0.067613,0.139089,83,8.389,11.891,14.614,16.165,0.378837591,0.96346406,2.072219,9.494425,17.051652,65.856216,721.6144,5193.84527,1.2422,-79.02873,37.40166,2157.15419,1535.32406,621.83013,0.00466231,0.02255692,-0.03952021,0.00183629,0.07641481,0.02567411,0.74686612,229.11,374.95,6.32593,14.26324,0.3943942,0.00279466,-36.35098,-10.93986,-0.6806228,0.02172,722.4,784.9,21.9,0.374625602,0.367587902,0.354820863,0.337731208,0.323612257,675.1,736.6,21.5,694.4,744,21.5,-0.50214225,-0.4813825,0,0,-0.04327,0.53053,-0.476184,-0.4800675,0,0,-0.48764975,-0.4821075,0,0
